survey_id,program_id,has_access
13497,P01,No
13497,P02,No
13497,P03,No
13498,P01,No
13498,P02,No
13498,P03,Yes
13499,P01,No
13499,P02,No
13499,P03,No
13500,P01,No
13500,P02,No
13500,P03,No
13501,P01,No
13501,P02,Yes
13501,P03,No
13502,P01,No
13502,P02,No
13502,P03,No
13503,P01,No
13503,P02,Yes
13503,P03,No
13504,P01,Yes
13504,P02,No
13504,P03,No
13505,P01,No
13505,P02,Yes
13505,P03,No
13506,P01,No
13506,P02,No
13506,P03,No
13507,P01,Yes
13507,P02,No
13507,P03,No
13508,P01,No
13508,P02,No
13508,P03,No
13509,P01,No
13509,P02,No
13509,P03,No
13510,P01,No
13510,P02,No
13510,P03,No
13511,P01,No
13511,P02,No
13511,P03,Yes
13512,P01,No
13512,P02,No
13512,P03,No
13513,P01,Yes
13513,P02,No
13513,P03,No
13514,P01,No
13514,P02,Yes
13514,P03,Yes
13515,P01,Yes
13515,P02,Yes
13515,P03,Yes
13516,P01,No
13516,P02,No
13516,P03,No
13517,P01,Yes
13517,P02,No
13517,P03,No
13518,P01,Yes
13518,P02,No
13518,P03,No
13519,P01,No
13519,P02,No
13519,P03,No
13520,P01,No
13520,P02,Yes
13520,P03,No
13521,P01,No
13521,P02,Yes
13521,P03,No
13522,P01,No
13522,P02,No
13522,P03,Yes
13523,P01,No
13523,P02,No
13523,P03,No
13524,P01,Yes
13524,P02,No
13524,P03,Yes
13525,P01,Yes
13525,P02,Yes
13525,P03,Yes
13526,P01,No
13526,P02,No
13526,P03,Yes
13527,P01,Yes
13527,P02,Yes
13527,P03,No
13528,P01,No
13528,P02,Yes
13528,P03,No
13529,P01,No
13529,P02,No
13529,P03,No
13530,P01,Yes
13530,P02,No
13530,P03,No
13531,P01,No
13531,P02,No
13531,P03,Yes
13532,P01,Yes
13532,P02,No
13532,P03,Yes
13533,P01,No
13533,P02,No
13533,P03,Yes
13534,P01,No
13534,P02,Yes
13534,P03,Yes
13535,P01,No
13535,P02,No
13535,P03,Yes
13536,P01,No
13536,P02,No
13536,P03,No
13537,P01,No
13537,P02,No
13537,P03,No
13538,P01,No
13538,P02,Yes
13538,P03,No
13539,P01,No
13539,P02,No
13539,P03,No
13540,P01,No
13540,P02,No
13540,P03,Yes
13541,P01,No
13541,P02,No
13541,P03,No
13542,P01,No
13542,P02,No
13542,P03,No
13543,P01,No
13543,P02,No
13543,P03,No
13544,P01,Yes
13544,P02,No
13544,P03,No
13545,P01,No
13545,P02,Yes
13545,P03,No
13546,P01,No
13546,P02,Yes
13546,P03,No
13547,P01,No
13547,P02,No
13547,P03,No
13548,P01,No
13548,P02,Yes
13548,P03,No
13549,P01,No
13549,P02,No
13549,P03,No
13550,P01,No
13550,P02,No
13550,P03,No
13551,P01,No
13551,P02,No
13551,P03,No
13552,P01,Yes
13552,P02,No
13552,P03,No
13553,P01,No
13553,P02,No
13553,P03,Yes
13554,P01,No
13554,P02,No
13554,P03,No
13555,P01,No
13555,P02,Yes
13555,P03,No
13556,P01,Yes
13556,P02,No
13556,P03,No
13557,P01,No
13557,P02,Yes
13557,P03,No
13558,P01,No
13558,P02,No
13558,P03,Yes
13559,P01,No
13559,P02,Yes
13559,P03,No
13560,P01,No
13560,P02,Yes
13560,P03,No
13561,P01,No
13561,P02,No
13561,P03,No
13562,P01,No
13562,P02,No
13562,P03,Yes
13563,P01,No
13563,P02,No
13563,P03,No
13564,P01,No
13564,P02,No
13564,P03,No
13565,P01,Yes
13565,P02,Yes
13565,P03,No
13566,P01,No
13566,P02,Yes
13566,P03,No
13567,P01,Yes
13567,P02,No
13567,P03,Yes
13568,P01,No
13568,P02,No
13568,P03,Yes
13569,P01,No
13569,P02,No
13569,P03,No
13570,P01,No
13570,P02,No
13570,P03,No
13571,P01,Yes
13571,P02,No
13571,P03,No
13572,P01,No
13572,P02,No
13572,P03,No
13573,P01,No
13573,P02,No
13573,P03,No
13574,P01,No
13574,P02,Yes
13574,P03,Yes
13575,P01,Yes
13575,P02,No
13575,P03,Yes
13576,P01,No
13576,P02,Yes
13576,P03,No
13577,P01,Yes
13577,P02,No
13577,P03,No
13578,P01,Yes
13578,P02,Yes
13578,P03,Yes
13579,P01,No
13579,P02,Yes
13579,P03,No
13580,P01,Yes
13580,P02,No
13580,P03,No
13581,P01,Yes
13581,P02,No
13581,P03,No
13582,P01,No
13582,P02,Yes
13582,P03,No
13583,P01,No
13583,P02,Yes
13583,P03,No
13584,P01,Yes
13584,P02,Yes
13584,P03,Yes
13585,P01,No
13585,P02,No
13585,P03,No
13586,P01,Yes
13586,P02,No
13586,P03,No
13587,P01,Yes
13587,P02,No
13587,P03,No
13588,P01,No
13588,P02,No
13588,P03,No
13589,P01,No
13589,P02,Yes
13589,P03,Yes
13590,P01,No
13590,P02,No
13590,P03,No
13591,P01,No
13591,P02,No
13591,P03,No
13592,P01,No
13592,P02,No
13592,P03,No
13593,P01,No
13593,P02,No
13593,P03,Yes
13594,P01,No
13594,P02,No
13594,P03,No
13595,P01,No
13595,P02,Yes
13595,P03,No
13596,P01,No
13596,P02,Yes
13596,P03,No
13597,P01,No
13597,P02,No
13597,P03,No
13598,P01,Yes
13598,P02,Yes
13598,P03,No
13599,P01,Yes
13599,P02,No
13599,P03,Yes
13600,P01,No
13600,P02,No
13600,P03,No
13601,P01,No
13601,P02,Yes
13601,P03,No
13602,P01,Yes
13602,P02,No
13602,P03,No
13603,P01,No
13603,P02,No
13603,P03,Yes
13604,P01,No
13604,P02,No
13604,P03,No
13605,P01,No
13605,P02,No
13605,P03,No
13606,P01,No
13606,P02,No
13606,P03,No
13607,P01,Yes
13607,P02,Yes
13607,P03,No
13608,P01,No
13608,P02,No
13608,P03,No
13609,P01,Yes
13609,P02,No
13609,P03,No
13610,P01,No
13610,P02,No
13610,P03,No
13611,P01,No
13611,P02,No
13611,P03,No
13612,P01,No
13612,P02,No
13612,P03,No
13613,P01,No
13613,P02,No
13613,P03,No
13614,P01,No
13614,P02,No
13614,P03,No
13615,P01,No
13615,P02,No
13615,P03,No
13616,P01,No
13616,P02,No
13616,P03,No
13617,P01,Yes
13617,P02,Yes
13617,P03,No
13618,P01,No
13618,P02,No
13618,P03,Yes
13619,P01,No
13619,P02,No
13619,P03,Yes
13620,P01,Yes
13620,P02,No
13620,P03,No
13621,P01,No
13621,P02,Yes
13621,P03,No
13622,P01,No
13622,P02,No
13622,P03,No
13623,P01,No
13623,P02,No
13623,P03,Yes
13624,P01,Yes
13624,P02,Yes
13624,P03,Yes
13625,P01,No
13625,P02,No
13625,P03,No
13626,P01,No
13626,P02,No
13626,P03,No
13627,P01,No
13627,P02,Yes
13627,P03,No
13628,P01,Yes
13628,P02,No
13628,P03,No
13629,P01,No
13629,P02,Yes
13629,P03,No
13630,P01,No
13630,P02,No
13630,P03,Yes
13631,P01,Yes
13631,P02,No
13631,P03,No
13632,P01,No
13632,P02,No
13632,P03,No
13633,P01,No
13633,P02,No
13633,P03,No
13634,P01,No
13634,P02,Yes
13634,P03,No
13635,P01,No
13635,P02,No
13635,P03,No
13636,P01,No
13636,P02,No
13636,P03,No
13637,P01,No
13637,P02,Yes
13637,P03,No
13638,P01,No
13638,P02,No
13638,P03,Yes
13639,P01,No
13639,P02,Yes
13639,P03,No
13640,P01,No
13640,P02,Yes
13640,P03,No
13641,P01,No
13641,P02,No
13641,P03,Yes
13642,P01,Yes
13642,P02,No
13642,P03,No
13643,P01,No
13643,P02,No
13643,P03,No
13644,P01,No
13644,P02,No
13644,P03,No
13645,P01,No
13645,P02,No
13645,P03,No
13646,P01,Yes
13646,P02,Yes
13646,P03,No
13647,P01,Yes
13647,P02,No
13647,P03,Yes
13648,P01,No
13648,P02,Yes
13648,P03,No
13649,P01,Yes
13649,P02,Yes
13649,P03,No
13650,P01,No
13650,P02,Yes
13650,P03,Yes
13651,P01,Yes
13651,P02,No
13651,P03,Yes
13652,P01,No
13652,P02,No
13652,P03,Yes
13653,P01,No
13653,P02,Yes
13653,P03,No
13654,P01,Yes
13654,P02,No
13654,P03,No
13655,P01,Yes
13655,P02,No
13655,P03,No
13656,P01,No
13656,P02,No
13656,P03,No
13657,P01,Yes
13657,P02,Yes
13657,P03,No
13658,P01,Yes
13658,P02,Yes
13658,P03,Yes
13659,P01,Yes
13659,P02,No
13659,P03,No
13660,P01,No
13660,P02,Yes
13660,P03,No
13661,P01,Yes
13661,P02,No
13661,P03,No
13662,P01,No
13662,P02,Yes
13662,P03,No
13663,P01,No
13663,P02,No
13663,P03,No
13664,P01,No
13664,P02,No
13664,P03,Yes
13665,P01,No
13665,P02,No
13665,P03,No
13666,P01,No
13666,P02,No
13666,P03,No
13667,P01,No
13667,P02,No
13667,P03,No
13668,P01,No
13668,P02,No
13668,P03,No
13669,P01,No
13669,P02,Yes
13669,P03,No
13670,P01,No
13670,P02,No
13670,P03,No
13671,P01,Yes
13671,P02,Yes
13671,P03,No
13672,P01,Yes
13672,P02,No
13672,P03,No
13673,P01,Yes
13673,P02,No
13673,P03,No
13674,P01,Yes
13674,P02,Yes
13674,P03,No
13675,P01,Yes
13675,P02,No
13675,P03,No
13676,P01,No
13676,P02,No
13676,P03,No
13677,P01,No
13677,P02,Yes
13677,P03,Yes
13678,P01,Yes
13678,P02,No
13678,P03,No
13679,P01,No
13679,P02,Yes
13679,P03,No
13680,P01,No
13680,P02,No
13680,P03,Yes
13681,P01,No
13681,P02,No
13681,P03,No
13682,P01,No
13682,P02,Yes
13682,P03,Yes
13683,P01,Yes
13683,P02,No
13683,P03,No
13684,P01,Yes
13684,P02,Yes
13684,P03,No
13685,P01,No
13685,P02,No
13685,P03,No
13686,P01,No
13686,P02,No
13686,P03,No
13687,P01,No
13687,P02,Yes
13687,P03,No
13688,P01,No
13688,P02,No
13688,P03,No
13689,P01,No
13689,P02,No
13689,P03,Yes
13690,P01,No
13690,P02,Yes
13690,P03,No
13691,P01,No
13691,P02,Yes
13691,P03,No
13692,P01,No
13692,P02,Yes
13692,P03,Yes
13693,P01,No
13693,P02,No
13693,P03,No
13694,P01,Yes
13694,P02,Yes
13694,P03,Yes
13695,P01,No
13695,P02,No
13695,P03,No
13696,P01,No
13696,P02,No
13696,P03,No
13697,P01,No
13697,P02,No
13697,P03,Yes
13698,P01,Yes
13698,P02,No
13698,P03,No
13699,P01,No
13699,P02,No
13699,P03,Yes
13700,P01,No
13700,P02,No
13700,P03,No
13701,P01,No
13701,P02,Yes
13701,P03,Yes
13702,P01,No
13702,P02,No
13702,P03,No
13703,P01,No
13703,P02,No
13703,P03,No
13704,P01,No
13704,P02,No
13704,P03,No
13705,P01,No
13705,P02,No
13705,P03,No
13706,P01,Yes
13706,P02,No
13706,P03,No
13707,P01,Yes
13707,P02,Yes
13707,P03,No
13708,P01,Yes
13708,P02,No
13708,P03,Yes
13709,P01,No
13709,P02,No
13709,P03,Yes
13710,P01,No
13710,P02,No
13710,P03,No
13711,P01,No
13711,P02,No
13711,P03,Yes
13712,P01,No
13712,P02,Yes
13712,P03,No
13713,P01,No
13713,P02,No
13713,P03,No
13714,P01,Yes
13714,P02,No
13714,P03,No
13715,P01,No
13715,P02,No
13715,P03,No
13716,P01,Yes
13716,P02,No
13716,P03,No
13717,P01,No
13717,P02,Yes
13717,P03,No
13718,P01,No
13718,P02,Yes
13718,P03,No
13719,P01,No
13719,P02,Yes
13719,P03,Yes
13720,P01,No
13720,P02,No
13720,P03,No
13721,P01,No
13721,P02,No
13721,P03,No
13722,P01,No
13722,P02,Yes
13722,P03,No
13723,P01,Yes
13723,P02,Yes
13723,P03,No
13724,P01,No
13724,P02,No
13724,P03,Yes
13725,P01,No
13725,P02,No
13725,P03,No
13726,P01,No
13726,P02,Yes
13726,P03,No
13727,P01,No
13727,P02,No
13727,P03,No
13728,P01,No
13728,P02,Yes
13728,P03,Yes
13729,P01,Yes
13729,P02,No
13729,P03,Yes
13730,P01,No
13730,P02,Yes
13730,P03,No
13731,P01,No
13731,P02,Yes
13731,P03,No
13732,P01,No
13732,P02,No
13732,P03,No
13733,P01,Yes
13733,P02,Yes
13733,P03,Yes
13734,P01,No
13734,P02,No
13734,P03,No
13735,P01,No
13735,P02,Yes
13735,P03,No
13736,P01,Yes
13736,P02,Yes
13736,P03,Yes
13737,P01,No
13737,P02,Yes
13737,P03,Yes
13738,P01,No
13738,P02,No
13738,P03,No
13739,P01,No
13739,P02,Yes
13739,P03,No
13740,P01,Yes
13740,P02,Yes
13740,P03,No
13741,P01,No
13741,P02,Yes
13741,P03,No
13742,P01,No
13742,P02,No
13742,P03,Yes
13743,P01,No
13743,P02,No
13743,P03,No
13744,P01,Yes
13744,P02,Yes
13744,P03,Yes
13745,P01,No
13745,P02,No
13745,P03,No
13746,P01,No
13746,P02,No
13746,P03,No
13747,P01,No
13747,P02,No
13747,P03,No
13748,P01,Yes
13748,P02,No
13748,P03,No
13749,P01,No
13749,P02,No
13749,P03,Yes
13750,P01,No
13750,P02,No
13750,P03,No
13751,P01,Yes
13751,P02,No
13751,P03,Yes
13752,P01,Yes
13752,P02,No
13752,P03,No
13753,P01,No
13753,P02,No
13753,P03,Yes
13754,P01,Yes
13754,P02,No
13754,P03,No
13755,P01,Yes
13755,P02,No
13755,P03,No
13756,P01,No
13756,P02,Yes
13756,P03,No
13757,P01,Yes
13757,P02,No
13757,P03,Yes
13758,P01,No
13758,P02,Yes
13758,P03,Yes
13759,P01,No
13759,P02,No
13759,P03,Yes
13760,P01,No
13760,P02,No
13760,P03,Yes
13761,P01,No
13761,P02,No
13761,P03,Yes
13762,P01,No
13762,P02,No
13762,P03,Yes
13763,P01,No
13763,P02,No
13763,P03,No
13764,P01,No
13764,P02,No
13764,P03,Yes
13765,P01,Yes
13765,P02,No
13765,P03,Yes
13766,P01,No
13766,P02,No
13766,P03,Yes
13767,P01,Yes
13767,P02,No
13767,P03,No
13768,P01,No
13768,P02,Yes
13768,P03,No
13769,P01,No
13769,P02,No
13769,P03,No
13770,P01,No
13770,P02,No
13770,P03,Yes
13771,P01,No
13771,P02,No
13771,P03,No
13772,P01,No
13772,P02,No
13772,P03,No
13773,P01,No
13773,P02,No
13773,P03,No
13774,P01,No
13774,P02,Yes
13774,P03,Yes
13775,P01,No
13775,P02,No
13775,P03,No
13776,P01,No
13776,P02,Yes
13776,P03,No
13777,P01,Yes
13777,P02,Yes
13777,P03,No
13778,P01,Yes
13778,P02,No
13778,P03,Yes
13779,P01,No
13779,P02,No
13779,P03,Yes
13780,P01,No
13780,P02,No
13780,P03,No
13781,P01,Yes
13781,P02,No
13781,P03,No
13782,P01,Yes
13782,P02,No
13782,P03,No
13783,P01,No
13783,P02,No
13783,P03,No
13784,P01,No
13784,P02,No
13784,P03,Yes
13785,P01,No
13785,P02,No
13785,P03,No
13786,P01,Yes
13786,P02,Yes
13786,P03,No
13787,P01,No
13787,P02,No
13787,P03,No
13788,P01,No
13788,P02,Yes
13788,P03,No
13789,P01,No
13789,P02,Yes
13789,P03,Yes
13790,P01,No
13790,P02,Yes
13790,P03,No
13791,P01,Yes
13791,P02,No
13791,P03,Yes
13792,P01,Yes
13792,P02,No
13792,P03,No
13793,P01,No
13793,P02,No
13793,P03,No
13794,P01,Yes
13794,P02,No
13794,P03,No
13795,P01,No
13795,P02,No
13795,P03,No
13796,P01,No
13796,P02,No
13796,P03,No
13797,P01,Yes
13797,P02,No
13797,P03,No
13798,P01,Yes
13798,P02,No
13798,P03,No
13799,P01,No
13799,P02,Yes
13799,P03,No
13800,P01,Yes
13800,P02,No
13800,P03,Yes
13801,P01,No
13801,P02,Yes
13801,P03,Yes
13802,P01,Yes
13802,P02,No
13802,P03,No
13803,P01,No
13803,P02,Yes
13803,P03,No
13804,P01,No
13804,P02,No
13804,P03,Yes
13805,P01,No
13805,P02,No
13805,P03,Yes
13806,P01,No
13806,P02,No
13806,P03,No
13807,P01,No
13807,P02,No
13807,P03,No
13808,P01,Yes
13808,P02,No
13808,P03,No
13809,P01,Yes
13809,P02,No
13809,P03,No
13810,P01,Yes
13810,P02,No
13810,P03,No
13811,P01,No
13811,P02,No
13811,P03,Yes
13812,P01,No
13812,P02,Yes
13812,P03,No
13813,P01,No
13813,P02,No
13813,P03,No
13814,P01,Yes
13814,P02,No
13814,P03,No
13815,P01,No
13815,P02,Yes
13815,P03,No
13816,P01,No
13816,P02,No
13816,P03,No
13817,P01,Yes
13817,P02,No
13817,P03,No
13818,P01,No
13818,P02,No
13818,P03,No
13819,P01,No
13819,P02,No
13819,P03,Yes
13820,P01,No
13820,P02,No
13820,P03,Yes
13821,P01,No
13821,P02,No
13821,P03,No
13822,P01,Yes
13822,P02,No
13822,P03,Yes
13823,P01,Yes
13823,P02,No
13823,P03,No
13824,P01,No
13824,P02,No
13824,P03,Yes
13825,P01,No
13825,P02,Yes
13825,P03,Yes
13826,P01,No
13826,P02,No
13826,P03,No
13827,P01,No
13827,P02,Yes
13827,P03,No
13828,P01,Yes
13828,P02,No
13828,P03,No
13829,P01,No
13829,P02,No
13829,P03,No
13830,P01,No
13830,P02,Yes
13830,P03,Yes
13831,P01,Yes
13831,P02,No
13831,P03,No
13832,P01,No
13832,P02,No
13832,P03,No
13833,P01,No
13833,P02,No
13833,P03,Yes
13834,P01,No
13834,P02,No
13834,P03,No
13835,P01,Yes
13835,P02,No
13835,P03,No
13836,P01,No
13836,P02,No
13836,P03,No
13837,P01,No
13837,P02,No
13837,P03,No
13838,P01,No
13838,P02,No
13838,P03,No
13839,P01,Yes
13839,P02,Yes
13839,P03,Yes
13840,P01,No
13840,P02,No
13840,P03,Yes
13841,P01,No
13841,P02,Yes
13841,P03,Yes
13842,P01,Yes
13842,P02,No
13842,P03,No
13843,P01,No
13843,P02,Yes
13843,P03,Yes
13844,P01,No
13844,P02,No
13844,P03,No
13845,P01,No
13845,P02,No
13845,P03,No
13846,P01,Yes
13846,P02,Yes
13846,P03,No
13847,P01,Yes
13847,P02,No
13847,P03,Yes
13848,P01,Yes
13848,P02,No
13848,P03,Yes
13849,P01,No
13849,P02,No
13849,P03,No
13850,P01,Yes
13850,P02,No
13850,P03,Yes
13851,P01,Yes
13851,P02,Yes
13851,P03,No
13852,P01,No
13852,P02,No
13852,P03,No
13853,P01,Yes
13853,P02,No
13853,P03,No
13854,P01,Yes
13854,P02,No
13854,P03,Yes
13855,P01,No
13855,P02,No
13855,P03,Yes
13856,P01,No
13856,P02,No
13856,P03,No
13857,P01,Yes
13857,P02,No
13857,P03,No
13858,P01,Yes
13858,P02,No
13858,P03,No
13859,P01,No
13859,P02,No
13859,P03,No
13860,P01,No
13860,P02,No
13860,P03,Yes
13861,P01,No
13861,P02,Yes
13861,P03,Yes
13862,P01,No
13862,P02,Yes
13862,P03,No
13863,P01,No
13863,P02,Yes
13863,P03,No
13864,P01,No
13864,P02,Yes
13864,P03,No
13865,P01,No
13865,P02,No
13865,P03,No
13866,P01,No
13866,P02,No
13866,P03,Yes
13867,P01,No
13867,P02,Yes
13867,P03,Yes
13868,P01,No
13868,P02,No
13868,P03,No
13869,P01,No
13869,P02,Yes
13869,P03,No
13870,P01,No
13870,P02,Yes
13870,P03,No
13871,P01,Yes
13871,P02,No
13871,P03,No
13872,P01,No
13872,P02,No
13872,P03,No
13873,P01,No
13873,P02,Yes
13873,P03,No
13874,P01,No
13874,P02,Yes
13874,P03,Yes
13875,P01,No
13875,P02,No
13875,P03,No
13876,P01,No
13876,P02,No
13876,P03,No
13877,P01,Yes
13877,P02,No
13877,P03,No
13878,P01,No
13878,P02,Yes
13878,P03,No
13879,P01,No
13879,P02,Yes
13879,P03,Yes
13880,P01,No
13880,P02,Yes
13880,P03,No
13881,P01,No
13881,P02,Yes
13881,P03,No
13882,P01,No
13882,P02,No
13882,P03,Yes
13883,P01,No
13883,P02,No
13883,P03,No
13884,P01,No
13884,P02,No
13884,P03,Yes
13885,P01,No
13885,P02,Yes
13885,P03,No
13886,P01,No
13886,P02,No
13886,P03,Yes
13887,P01,No
13887,P02,Yes
13887,P03,No
13888,P01,No
13888,P02,No
13888,P03,Yes
13889,P01,Yes
13889,P02,No
13889,P03,Yes
13890,P01,Yes
13890,P02,No
13890,P03,No
13891,P01,Yes
13891,P02,No
13891,P03,No
13892,P01,Yes
13892,P02,No
13892,P03,No
13893,P01,Yes
13893,P02,No
13893,P03,No
13894,P01,No
13894,P02,No
13894,P03,No
13895,P01,No
13895,P02,Yes
13895,P03,No
13896,P01,No
13896,P02,No
13896,P03,Yes
13897,P01,No
13897,P02,No
13897,P03,No
13898,P01,No
13898,P02,Yes
13898,P03,No
13899,P01,Yes
13899,P02,No
13899,P03,No
13900,P01,Yes
13900,P02,No
13900,P03,Yes
13901,P01,Yes
13901,P02,No
13901,P03,No
13902,P01,No
13902,P02,No
13902,P03,Yes
13903,P01,Yes
13903,P02,Yes
13903,P03,No
13904,P01,No
13904,P02,Yes
13904,P03,No
13905,P01,No
13905,P02,Yes
13905,P03,No
13906,P01,No
13906,P02,No
13906,P03,Yes
13907,P01,Yes
13907,P02,No
13907,P03,No
13908,P01,Yes
13908,P02,No
13908,P03,No
13909,P01,No
13909,P02,No
13909,P03,No
13910,P01,No
13910,P02,Yes
13910,P03,No
13911,P01,No
13911,P02,No
13911,P03,No
13912,P01,Yes
13912,P02,No
13912,P03,No
13913,P01,Yes
13913,P02,No
13913,P03,No
13914,P01,No
13914,P02,No
13914,P03,No
13915,P01,Yes
13915,P02,No
13915,P03,No
13916,P01,Yes
13916,P02,Yes
13916,P03,No
13917,P01,No
13917,P02,No
13917,P03,No
13918,P01,No
13918,P02,Yes
13918,P03,Yes
13919,P01,Yes
13919,P02,Yes
13919,P03,No
13920,P01,No
13920,P02,No
13920,P03,No
13921,P01,No
13921,P02,No
13921,P03,No
13922,P01,No
13922,P02,No
13922,P03,No
13923,P01,Yes
13923,P02,No
13923,P03,No
13924,P01,No
13924,P02,No
13924,P03,No
13925,P01,No
13925,P02,No
13925,P03,Yes
13926,P01,No
13926,P02,Yes
13926,P03,Yes
13927,P01,Yes
13927,P02,No
13927,P03,No
13928,P01,Yes
13928,P02,Yes
13928,P03,No
13929,P01,No
13929,P02,Yes
13929,P03,No
13930,P01,No
13930,P02,No
13930,P03,No
13931,P01,Yes
13931,P02,No
13931,P03,No
13932,P01,No
13932,P02,No
13932,P03,Yes
13933,P01,No
13933,P02,Yes
13933,P03,No
13934,P01,No
13934,P02,No
13934,P03,Yes
13935,P01,No
13935,P02,No
13935,P03,No
13936,P01,No
13936,P02,No
13936,P03,No
13937,P01,No
13937,P02,Yes
13937,P03,No
13938,P01,No
13938,P02,Yes
13938,P03,No
13939,P01,Yes
13939,P02,No
13939,P03,Yes
13940,P01,Yes
13940,P02,No
13940,P03,No
13941,P01,Yes
13941,P02,Yes
13941,P03,No
13942,P01,No
13942,P02,No
13942,P03,No
13943,P01,No
13943,P02,Yes
13943,P03,Yes
13944,P01,Yes
13944,P02,No
13944,P03,No
13945,P01,No
13945,P02,Yes
13945,P03,No
13946,P01,Yes
13946,P02,Yes
13946,P03,No
13947,P01,Yes
13947,P02,No
13947,P03,No
13948,P01,Yes
13948,P02,Yes
13948,P03,No
13949,P01,Yes
13949,P02,No
13949,P03,No
13950,P01,No
13950,P02,Yes
13950,P03,No
13951,P01,Yes
13951,P02,No
13951,P03,Yes
13952,P01,No
13952,P02,No
13952,P03,Yes
13953,P01,No
13953,P02,No
13953,P03,No
13954,P01,No
13954,P02,No
13954,P03,Yes
13955,P01,No
13955,P02,Yes
13955,P03,No
13956,P01,Yes
13956,P02,No
13956,P03,Yes
13957,P01,No
13957,P02,No
13957,P03,Yes
13958,P01,No
13958,P02,No
13958,P03,Yes
13959,P01,No
13959,P02,Yes
13959,P03,Yes
13960,P01,Yes
13960,P02,No
13960,P03,No
13961,P01,No
13961,P02,No
13961,P03,No
13962,P01,No
13962,P02,Yes
13962,P03,No
13963,P01,No
13963,P02,No
13963,P03,Yes
13964,P01,No
13964,P02,No
13964,P03,No
13965,P01,No
13965,P02,No
13965,P03,Yes
13966,P01,Yes
13966,P02,No
13966,P03,No
13967,P01,No
13967,P02,No
13967,P03,Yes
13968,P01,Yes
13968,P02,No
13968,P03,Yes
13969,P01,Yes
13969,P02,No
13969,P03,No
13970,P01,No
13970,P02,Yes
13970,P03,No
13971,P01,No
13971,P02,No
13971,P03,No
13972,P01,No
13972,P02,No
13972,P03,No
13973,P01,No
13973,P02,Yes
13973,P03,No
13974,P01,No
13974,P02,Yes
13974,P03,No
13975,P01,Yes
13975,P02,No
13975,P03,No
13976,P01,Yes
13976,P02,No
13976,P03,Yes
13977,P01,No
13977,P02,Yes
13977,P03,Yes
13978,P01,No
13978,P02,No
13978,P03,No
13979,P01,No
13979,P02,No
13979,P03,No
13980,P01,No
13980,P02,No
13980,P03,Yes
13981,P01,No
13981,P02,No
13981,P03,No
13982,P01,No
13982,P02,No
13982,P03,No
13983,P01,No
13983,P02,No
13983,P03,No
13984,P01,No
13984,P02,No
13984,P03,Yes
13985,P01,No
13985,P02,Yes
13985,P03,No
13986,P01,No
13986,P02,No
13986,P03,No
13987,P01,No
13987,P02,Yes
13987,P03,No
13988,P01,No
13988,P02,Yes
13988,P03,No
13989,P01,No
13989,P02,No
13989,P03,Yes
13990,P01,No
13990,P02,Yes
13990,P03,No
13991,P01,No
13991,P02,No
13991,P03,No
13992,P01,No
13992,P02,No
13992,P03,No
13993,P01,No
13993,P02,No
13993,P03,No
13994,P01,No
13994,P02,No
13994,P03,Yes
13995,P01,No
13995,P02,No
13995,P03,Yes
13996,P01,No
13996,P02,No
13996,P03,No
13997,P01,No
13997,P02,No
13997,P03,Yes
13998,P01,No
13998,P02,No
13998,P03,No
13999,P01,No
13999,P02,No
13999,P03,No
14000,P01,No
14000,P02,No
14000,P03,Yes
14001,P01,No
14001,P02,No
14001,P03,No
14002,P01,Yes
14002,P02,No
14002,P03,No
14003,P01,No
14003,P02,Yes
14003,P03,No
14004,P01,Yes
14004,P02,No
14004,P03,No
14005,P01,No
14005,P02,No
14005,P03,No
14006,P01,No
14006,P02,Yes
14006,P03,No
14007,P01,Yes
14007,P02,Yes
14007,P03,No
14008,P01,No
14008,P02,No
14008,P03,Yes
14009,P01,No
14009,P02,Yes
14009,P03,No
14010,P01,No
14010,P02,No
14010,P03,No
14011,P01,Yes
14011,P02,No
14011,P03,No
14012,P01,Yes
14012,P02,No
14012,P03,No
14013,P01,Yes
14013,P02,No
14013,P03,No
14014,P01,No
14014,P02,Yes
14014,P03,No
14015,P01,No
14015,P02,Yes
14015,P03,No
14016,P01,No
14016,P02,Yes
14016,P03,No
14017,P01,No
14017,P02,No
14017,P03,Yes
14018,P01,No
14018,P02,Yes
14018,P03,Yes
14019,P01,Yes
14019,P02,Yes
14019,P03,No
14020,P01,Yes
14020,P02,No
14020,P03,No
14021,P01,No
14021,P02,No
14021,P03,No
14022,P01,No
14022,P02,No
14022,P03,Yes
14023,P01,No
14023,P02,No
14023,P03,No
14024,P01,No
14024,P02,No
14024,P03,No
14025,P01,No
14025,P02,No
14025,P03,No
14026,P01,No
14026,P02,Yes
14026,P03,No
14027,P01,Yes
14027,P02,No
14027,P03,No
14028,P01,No
14028,P02,No
14028,P03,No
14029,P01,No
14029,P02,Yes
14029,P03,No
14030,P01,No
14030,P02,No
14030,P03,No
14031,P01,No
14031,P02,No
14031,P03,No
14032,P01,Yes
14032,P02,Yes
14032,P03,Yes
14033,P01,No
14033,P02,Yes
14033,P03,No
14034,P01,No
14034,P02,Yes
14034,P03,No
14035,P01,No
14035,P02,No
14035,P03,No
14036,P01,No
14036,P02,No
14036,P03,No
14037,P01,Yes
14037,P02,No
14037,P03,No
14038,P01,No
14038,P02,No
14038,P03,No
14039,P01,No
14039,P02,No
14039,P03,No
14040,P01,No
