user_id,age,age_group,gender
11742,42,35-44,Male
11743,17,13-17,Female
11744,32,25-34,Male
11745,32,25-34,Female
11746,41,35-44,Female
11747,28,25-34,Female
11748,15,13-17,Female
11749,31,25-34,Female
11750,43,35-44,Female
11751,45,45-54,Male
11752,20,18-24,Female
11753,16,13-17,Female
11754,26,25-34,Female
11755,18,18-24,Female
11756,39,35-44,Female
11757,26,25-34,Female
11758,29,25-34,Male
11759,23,18-24,Female
11760,25,25-34,Female
11761,25,25-34,Male
11762,17,13-17,Female
11763,58,55+,Male
11764,40,35-44,Male
11765,54,45-54,Prefer not to say
11766,18,18-24,Male
11767,18,18-24,Male
11768,15,13-17,Male
11769,27,25-34,Female
11770,23,18-24,Male
11771,40,35-44,Non-binary
11772,20,18-24,Male
11773,53,45-54,Female
11774,22,18-24,Female
11775,33,25-34,Female
11776,23,18-24,Male
11777,19,18-24,Male
11778,21,18-24,Female
11779,20,18-24,Male
11780,22,18-24,Female
11781,22,18-24,Female
11782,24,18-24,Male
11783,13,13-17,Male
11784,21,18-24,Male
11785,17,13-17,Female
11786,17,13-17,Female
11787,19,18-24,Female
11788,27,25-34,Female
11789,19,18-24,Female
11790,33,25-34,Female
11791,14,13-17,Female
11792,36,35-44,Female
11793,24,18-24,Male
11794,26,25-34,Male
11795,27,25-34,Male
11796,13,13-17,Male
11797,54,45-54,Male
11798,13,13-17,Male
11799,27,25-34,Male
11800,30,25-34,Female
11801,40,35-44,Female
11802,33,25-34,Female
11803,22,18-24,Female
11804,25,25-34,Female
11805,29,25-34,Female
11806,13,13-17,Male
11807,17,13-17,Male
11808,20,18-24,Male
11809,22,18-24,Male
11810,20,18-24,Male
11811,19,18-24,Male
11812,16,13-17,Female
11813,19,18-24,Male
11814,37,35-44,Prefer not to say
11815,24,18-24,Female
11816,23,18-24,Female
11817,43,35-44,Female
11818,36,35-44,Male
11819,16,13-17,Male
11820,24,18-24,Male
11821,23,18-24,Non-binary
11822,18,18-24,Male
11823,28,25-34,Male
11824,53,45-54,Male
11825,31,25-34,Male
11826,14,13-17,Female
11827,17,13-17,Male
11828,23,18-24,Prefer not to say
11829,18,18-24,Female
11830,18,18-24,Male
11831,24,18-24,Male
11832,30,25-34,Male
11833,41,35-44,Female
11834,19,18-24,Male
11835,22,18-24,Female
11836,37,35-44,Male
11837,23,18-24,Female
11838,29,25-34,Female
11839,19,18-24,Male
11840,33,25-34,Female
11841,49,45-54,Male
11842,28,25-34,Prefer not to say
11843,54,45-54,Male
11844,32,25-34,Female
11845,21,18-24,Female
11846,34,25-34,Male
11847,31,25-34,Male
11848,13,13-17,Male
11849,13,13-17,Male
11850,14,13-17,Female
11851,19,18-24,Female
11852,38,35-44,Male
11853,21,18-24,Female
11854,39,35-44,Female
11855,58,55+,Female
11856,19,18-24,Male
11857,23,18-24,Female
11858,21,18-24,Female
11859,39,35-44,Male
11860,27,25-34,Female
11861,59,55+,Male
11862,42,35-44,Female
11863,32,25-34,Male
11864,14,13-17,Female
11865,31,25-34,Female
11866,38,35-44,Female
11867,21,18-24,Male
11868,20,18-24,Non-binary
11869,34,25-34,Male
11870,22,18-24,Prefer not to say
11871,47,45-54,Male
11872,33,25-34,Non-binary
11873,19,18-24,Female
11874,13,13-17,Female
11875,57,55+,Female
11876,52,45-54,Male
11877,34,25-34,Female
11878,15,13-17,Female
11879,18,18-24,Female
11880,41,35-44,Male
11881,23,18-24,Female
11882,36,35-44,Female
11883,25,25-34,Female
11884,17,13-17,Female
11885,28,25-34,Female
11886,21,18-24,Male
11887,14,13-17,Female
11888,46,45-54,Non-binary
11889,23,18-24,Female
11890,13,13-17,Male
11891,39,35-44,Female
11892,41,35-44,Female
11893,20,18-24,Male
11894,42,35-44,Female
11895,38,35-44,Male
11896,17,13-17,Male
11897,41,35-44,Male
11898,22,18-24,Female
11899,16,13-17,Female
11900,16,13-17,Prefer not to say
11901,38,35-44,Female
11902,37,35-44,Male
11903,24,18-24,Male
11904,24,18-24,Male
11905,37,35-44,Female
11906,24,18-24,Female
11907,20,18-24,Male
11908,23,18-24,Female
11909,33,25-34,Male
11910,30,25-34,Female
11911,26,25-34,Female
11912,18,18-24,Female
11913,20,18-24,Female
11914,22,18-24,Male
11915,48,45-54,Female
11916,24,18-24,Female
11917,26,25-34,Female
11918,42,35-44,Male
11919,48,45-54,Non-binary
11920,32,25-34,Male
11921,13,13-17,Prefer not to say
11922,39,35-44,Male
11923,35,35-44,Male
11924,30,25-34,Female
11925,54,45-54,Male
11926,28,25-34,Male
11927,19,18-24,Female
11928,40,35-44,Male
11929,32,25-34,Male
11930,18,18-24,Female
11931,24,18-24,Male
11932,31,25-34,Male
11933,32,25-34,Male
11934,53,45-54,Male
11935,23,18-24,Female
11936,20,18-24,Female
11937,36,35-44,Male
11938,18,18-24,Female
11939,19,18-24,Male
11940,37,35-44,Female
11941,30,25-34,Female
11942,15,13-17,Female
11943,38,35-44,Female
11944,16,13-17,Female
11945,31,25-34,Female
11946,18,18-24,Female
11947,45,45-54,Female
11948,21,18-24,Male
11949,26,25-34,Male
11950,47,45-54,Female
11951,37,35-44,Male
11952,18,18-24,Female
11953,35,35-44,Male
11954,29,25-34,Female
11955,36,35-44,Male
11956,24,18-24,Female
11957,29,25-34,Male
11958,29,25-34,Female
11959,25,25-34,Male
11960,41,35-44,Prefer not to say
11961,24,18-24,Female
11962,34,25-34,Female
11963,16,13-17,Male
11964,35,35-44,Female
11965,30,25-34,Female
11966,43,35-44,Male
11967,27,25-34,Male
11968,40,35-44,Male
11969,35,35-44,Male
11970,21,18-24,Female
11971,38,35-44,Female
11972,22,18-24,Female
11973,32,25-34,Non-binary
11974,32,25-34,Male
11975,13,13-17,Male
11976,13,13-17,Female
11977,46,45-54,Male
11978,15,13-17,Male
11979,26,25-34,Female
11980,31,25-34,Male
11981,25,25-34,Male
11982,17,13-17,Male
11983,39,35-44,Male
11984,16,13-17,Female
11985,13,13-17,Male
11986,17,13-17,Female
11987,29,25-34,Male
11988,28,25-34,Female
11989,33,25-34,Female
11990,43,35-44,Female
11991,32,25-34,Male
11992,21,18-24,Male
11993,31,25-34,Female
11994,35,35-44,Prefer not to say
11995,37,35-44,Male
11996,26,25-34,Female
11997,16,13-17,Female
11998,13,13-17,Prefer not to say
11999,19,18-24,Male
12000,35,35-44,Prefer not to say
12001,30,25-34,Female
12002,28,25-34,Female
12003,16,13-17,Male
12004,41,35-44,Female
12005,14,13-17,Male
12006,31,25-34,Female
12007,38,35-44,Male
12008,24,18-24,Male
12009,28,25-34,Female
12010,35,35-44,Male
12011,21,18-24,Female
12012,17,13-17,Male
12013,31,25-34,Male
12014,42,35-44,Prefer not to say
12015,19,18-24,Female
12016,24,18-24,Male
12017,15,13-17,Male
12018,24,18-24,Female
12019,16,13-17,Female
12020,14,13-17,Female
12021,38,35-44,Male
12022,29,25-34,Male
12023,19,18-24,Male
12024,24,18-24,Male
12025,21,18-24,Female
12026,41,35-44,Male
12027,18,18-24,Female
12028,13,13-17,Male
12029,64,55+,Male
12030,31,25-34,Male
12031,33,25-34,Male
12032,51,45-54,Female
12033,25,25-34,Male
12034,15,13-17,Male
12035,33,25-34,Female
12036,23,18-24,Female
12037,23,18-24,Male
12038,27,25-34,Female
12039,34,25-34,Female
12040,20,18-24,Male
12041,50,45-54,Female
12042,36,35-44,Male
12043,27,25-34,Male
12044,42,35-44,Female
12045,20,18-24,Female
12046,24,18-24,Female
12047,18,18-24,Male
12048,28,25-34,Female
12049,59,55+,Male
12050,26,25-34,Male
12051,18,18-24,Female
12052,13,13-17,Non-binary
12053,62,55+,Female
12054,24,18-24,Male
12055,41,35-44,Female
12056,39,35-44,Female
12057,13,13-17,Female
12058,23,18-24,Male
12059,18,18-24,Female
12060,51,45-54,Male
12061,32,25-34,Male
12062,39,35-44,Male
12063,34,25-34,Female
12064,34,25-34,Female
12065,35,35-44,Female
12066,22,18-24,Male
12067,20,18-24,Female
12068,34,25-34,Female
12069,14,13-17,Female
12070,28,25-34,Male
12071,23,18-24,Male
12072,19,18-24,Female
12073,20,18-24,Female
12074,21,18-24,Male
12075,17,13-17,Female
12076,16,13-17,Female
12077,29,25-34,Male
12078,37,35-44,Male
12079,37,35-44,Male
12080,13,13-17,Female
12081,15,13-17,Female
12082,28,25-34,Male
12083,31,25-34,Female
12084,19,18-24,Male
12085,20,18-24,Male
12086,32,25-34,Female
12087,19,18-24,Male
12088,19,18-24,Prefer not to say
12089,22,18-24,Male
12090,19,18-24,Female
12091,48,45-54,Male
12092,32,25-34,Female
12093,14,13-17,Female
12094,27,25-34,Female
12095,21,18-24,Female
12096,60,55+,Male
12097,24,18-24,Male
12098,26,25-34,Male
12099,38,35-44,Female
12100,18,18-24,Female
12101,16,13-17,Male
12102,26,25-34,Male
12103,51,45-54,Female
12104,31,25-34,Female
12105,20,18-24,Male
12106,29,25-34,Prefer not to say
12107,20,18-24,Male
12108,17,13-17,Male
12109,14,13-17,Male
12110,17,13-17,Female
12111,21,18-24,Female
12112,22,18-24,Male
12113,18,18-24,Male
12114,44,35-44,Male
12115,13,13-17,Male
12116,64,55+,Male
12117,13,13-17,Female
12118,25,25-34,Female
12119,34,25-34,Female
12120,23,18-24,Female
12121,23,18-24,Male
12122,23,18-24,Female
12123,18,18-24,Female
12124,25,25-34,Male
12125,13,13-17,Female
12126,39,35-44,Female
12127,20,18-24,Female
12128,22,18-24,Male
12129,29,25-34,Female
12130,26,25-34,Non-binary
12131,15,13-17,Female
12132,44,35-44,Female
12133,13,13-17,Male
12134,14,13-17,Male
12135,34,25-34,Female
12136,42,35-44,Female
12137,27,25-34,Male
12138,29,25-34,Male
12139,29,25-34,Male
12140,29,25-34,Female
12141,34,25-34,Male
12142,20,18-24,Male
12143,24,18-24,Prefer not to say
12144,24,18-24,Female
12145,13,13-17,Male
12146,24,18-24,Female
12147,64,55+,Non-binary
12148,41,35-44,Female
12149,22,18-24,Male
12150,22,18-24,Male
12151,64,55+,Female
12152,19,18-24,Female
12153,49,45-54,Male
12154,23,18-24,Male
12155,28,25-34,Prefer not to say
12156,13,13-17,Male
12157,38,35-44,Female
12158,28,25-34,Female
12159,22,18-24,Female
12160,13,13-17,Male
12161,33,25-34,Male
12162,30,25-34,Male
12163,30,25-34,Female
12164,24,18-24,Female
12165,33,25-34,Male
12166,29,25-34,Female
12167,20,18-24,Female
12168,23,18-24,Male
12169,45,45-54,Female
12170,24,18-24,Female
12171,13,13-17,Male
12172,51,45-54,Female
12173,46,45-54,Male
12174,22,18-24,Non-binary
12175,31,25-34,Male
12176,30,25-34,Male
12177,17,13-17,Male
12178,23,18-24,Male
12179,28,25-34,Male
12180,35,35-44,Male
12181,29,25-34,Female
12182,34,25-34,Male
12183,39,35-44,Male
12184,48,45-54,Prefer not to say
12185,15,13-17,Male
12186,21,18-24,Female
12187,42,35-44,Male
12188,17,13-17,Male
12189,38,35-44,Female
12190,29,25-34,Male
12191,40,35-44,Female
12192,35,35-44,Male
12193,30,25-34,Female
12194,28,25-34,Female
12195,38,35-44,Male
12196,38,35-44,Male
12197,20,18-24,Male
12198,57,55+,Male
12199,20,18-24,Male
12200,27,25-34,Female
12201,50,45-54,Male
12202,17,13-17,Male
12203,17,13-17,Female
12204,52,45-54,Male
12205,16,13-17,Female
12206,22,18-24,Female
12207,23,18-24,Female
12208,32,25-34,Male
12209,32,25-34,Male
12210,31,25-34,Female
12211,47,45-54,Female
12212,18,18-24,Male
12213,41,35-44,Female
12214,35,35-44,Female
12215,24,18-24,Male
12216,21,18-24,Female
12217,36,35-44,Female
12218,25,25-34,Female
12219,34,25-34,Female
12220,31,25-34,Female
12221,32,25-34,Female
12222,21,18-24,Female
12223,16,13-17,Female
12224,40,35-44,Female
12225,56,55+,Male
12226,64,55+,Male
12227,17,13-17,Male
12228,28,25-34,Male
12229,37,35-44,Male
12230,18,18-24,Female
12231,27,25-34,Female
12232,18,18-24,Female
12233,13,13-17,Male
12234,19,18-24,Female
12235,18,18-24,Male
12236,19,18-24,Female
12237,27,25-34,Female
12238,20,18-24,Male
12239,33,25-34,Male
12240,29,25-34,Male
12241,17,13-17,Male
12242,14,13-17,Female
12243,14,13-17,Male
12244,51,45-54,Female
12245,22,18-24,Male
12246,20,18-24,Prefer not to say
12247,14,13-17,Non-binary
12248,32,25-34,Male
12249,18,18-24,Female
12250,19,18-24,Female
12251,38,35-44,Male
12252,23,18-24,Male
12253,21,18-24,Female
12254,37,35-44,Female
12255,20,18-24,Male
12256,35,35-44,Male
12257,22,18-24,Female
12258,21,18-24,Male
12259,32,25-34,Female
12260,16,13-17,Male
12261,38,35-44,Male
12262,16,13-17,Male
12263,18,18-24,Female
12264,25,25-34,Male
12265,36,35-44,Male
12266,20,18-24,Female
12267,15,13-17,Female
12268,18,18-24,Female
12269,22,18-24,Female
12270,14,13-17,Male
12271,39,35-44,Prefer not to say
12272,15,13-17,Female
12273,30,25-34,Male
12274,24,18-24,Female
12275,53,45-54,Female
12276,18,18-24,Female
12277,40,35-44,Male
12278,41,35-44,Male
12279,33,25-34,Female
12280,13,13-17,Female
12281,17,13-17,Female
12282,19,18-24,Male
12283,34,25-34,Male
12284,39,35-44,Male
12285,21,18-24,Female
12286,33,25-34,Male
12287,30,25-34,Male
12288,47,45-54,Male
12289,22,18-24,Male
12290,31,25-34,Male
12291,33,25-34,Female
12292,17,13-17,Male
12293,14,13-17,Female
12294,37,35-44,Female
12295,17,13-17,Female
12296,23,18-24,Male
12297,25,25-34,Female
12298,17,13-17,Female
12299,28,25-34,Female
12300,20,18-24,Male
12301,19,18-24,Female
12302,34,25-34,Male
12303,32,25-34,Female
12304,52,45-54,Male
12305,22,18-24,Prefer not to say
12306,52,45-54,Female
12307,18,18-24,Female
12308,22,18-24,Female
12309,13,13-17,Female
12310,22,18-24,Female
12311,18,18-24,Female
12312,30,25-34,Female
12313,14,13-17,Female
12314,39,35-44,Female
12315,32,25-34,Male
12316,18,18-24,Female
12317,43,35-44,Male
12318,15,13-17,Female
12319,32,25-34,Female
12320,33,25-34,Female
12321,53,45-54,Male
12322,36,35-44,Female
12323,32,25-34,Prefer not to say
12324,18,18-24,Male
12325,18,18-24,Male
12326,32,25-34,Female
12327,23,18-24,Male
12328,38,35-44,Prefer not to say
12329,25,25-34,Male
12330,32,25-34,Female
12331,40,35-44,Male
12332,42,35-44,Male
12333,15,13-17,Female
12334,35,35-44,Non-binary
12335,20,18-24,Male
12336,28,25-34,Female
12337,13,13-17,Male
12338,31,25-34,Non-binary
12339,65,55+,Female
12340,26,25-34,Female
12341,46,45-54,Female
12342,23,18-24,Male
12343,57,55+,Male
12344,22,18-24,Female
12345,43,35-44,Male
12346,25,25-34,Male
12347,40,35-44,Male
12348,52,45-54,Male
12349,27,25-34,Male
12350,18,18-24,Male
12351,28,25-34,Male
12352,31,25-34,Female
12353,31,25-34,Female
12354,16,13-17,Female
12355,24,18-24,Male
12356,38,35-44,Male
12357,17,13-17,Female
12358,20,18-24,Male
12359,14,13-17,Male
12360,37,35-44,Female
12361,28,25-34,Non-binary
12362,31,25-34,Female
12363,13,13-17,Male
12364,22,18-24,Male
12365,16,13-17,Male
12366,44,35-44,Male
12367,28,25-34,Female
12368,29,25-34,Female
12369,17,13-17,Female
12370,39,35-44,Female
12371,34,25-34,Male
12372,16,13-17,Male
12373,35,35-44,Female
12374,31,25-34,Female
12375,17,13-17,Male
12376,16,13-17,Non-binary
12377,59,55+,Female
12378,40,35-44,Female
12379,36,35-44,Male
12380,18,18-24,Male
12381,22,18-24,Female
12382,46,45-54,Male
12383,16,13-17,Male
12384,55,55+,Female
12385,20,18-24,Prefer not to say
12386,28,25-34,Female
12387,31,25-34,Male
12388,52,45-54,Male
12389,48,45-54,Male
12390,29,25-34,Male
12391,28,25-34,Male
12392,16,13-17,Female
12393,32,25-34,Female
12394,40,35-44,Female
12395,37,35-44,Female
12396,17,13-17,Female
12397,25,25-34,Female
12398,18,18-24,Male
12399,34,25-34,Male
12400,14,13-17,Non-binary
12401,22,18-24,Male
12402,16,13-17,Male
12403,29,25-34,Male
12404,37,35-44,Male
12405,26,25-34,Female
12406,13,13-17,Female
12407,46,45-54,Male
12408,44,35-44,Male
12409,31,25-34,Male
12410,47,45-54,Male
12411,24,18-24,Male
12412,42,35-44,Male
12413,33,25-34,Female
12414,37,35-44,Female
12415,22,18-24,Male
12416,21,18-24,Prefer not to say
12417,38,35-44,Female
12418,41,35-44,Male
12419,47,45-54,Male
12420,18,18-24,Male
12421,22,18-24,Female
12422,38,35-44,Female
12423,38,35-44,Female
12424,27,25-34,Female
12425,47,45-54,Female
12426,47,45-54,Male
12427,23,18-24,Female
12428,30,25-34,Female
12429,17,13-17,Non-binary
12430,61,55+,Male
12431,36,35-44,Prefer not to say
12432,33,25-34,Female
12433,15,13-17,Male
12434,34,25-34,Female
12435,22,18-24,Female
12436,21,18-24,Female
12437,14,13-17,Male
12438,15,13-17,Female
12439,26,25-34,Female
12440,43,35-44,Female
12441,37,35-44,Male
12442,41,35-44,Male
12443,41,35-44,Female
12444,37,35-44,Male
12445,17,13-17,Male
12446,23,18-24,Male
12447,19,18-24,Male
12448,32,25-34,Male
12449,19,18-24,Female
12450,17,13-17,Female
12451,39,35-44,Male
12452,23,18-24,Male
12453,16,13-17,Male
12454,25,25-34,Male
12455,13,13-17,Prefer not to say
12456,31,25-34,Non-binary
12457,34,25-34,Female
12458,35,35-44,Female
12459,34,25-34,Female
12460,53,45-54,Female
12461,25,25-34,Female
12462,24,18-24,Female
12463,35,35-44,Female
12464,21,18-24,Non-binary
12465,27,25-34,Male
12466,23,18-24,Male
12467,14,13-17,Female
12468,33,25-34,Female
12469,43,35-44,Male
12470,25,25-34,Male
12471,19,18-24,Male
12472,34,25-34,Male
12473,14,13-17,Male
12474,40,35-44,Female
12475,24,18-24,Male
12476,20,18-24,Female
12477,53,45-54,Male
12478,19,18-24,Male
12479,39,35-44,Male
12480,17,13-17,Female
12481,43,35-44,Female
12482,37,35-44,Male
12483,37,35-44,Female
12484,23,18-24,Female
12485,54,45-54,Female
12486,20,18-24,Female
12487,26,25-34,Prefer not to say
12488,32,25-34,Male
12489,24,18-24,Female
12490,13,13-17,Prefer not to say
12491,37,35-44,Female
12492,24,18-24,Female
12493,17,13-17,Non-binary
12494,21,18-24,Female
12495,46,45-54,Female
12496,45,45-54,Male
12497,61,55+,Non-binary
12498,25,25-34,Male
12499,21,18-24,Male
12500,59,55+,Female
12501,27,25-34,Female
12502,51,45-54,Female
12503,18,18-24,Female
12504,37,35-44,Female
12505,24,18-24,Female
12506,22,18-24,Male
12507,37,35-44,Male
12508,13,13-17,Male
12509,32,25-34,Male
12510,19,18-24,Male
12511,25,25-34,Non-binary
12512,42,35-44,Female
12513,14,13-17,Male
12514,18,18-24,Female
12515,29,25-34,Female
12516,18,18-24,Female
12517,44,35-44,Male
12518,23,18-24,Male
12519,20,18-24,Male
12520,28,25-34,Female
12521,38,35-44,Female
12522,36,35-44,Female
12523,28,25-34,Male
12524,40,35-44,Female
12525,16,13-17,Female
12526,42,35-44,Female
12527,21,18-24,Female
12528,25,25-34,Male
12529,16,13-17,Male
12530,14,13-17,Male
12531,21,18-24,Female
12532,27,25-34,Male
12533,27,25-34,Male
12534,33,25-34,Female
12535,30,25-34,Female
12536,15,13-17,Female
12537,23,18-24,Female
12538,16,13-17,Female
12539,38,35-44,Female
12540,50,45-54,Male
12541,15,13-17,Female
12542,33,25-34,Male
12543,14,13-17,Male
12544,24,18-24,Female
12545,36,35-44,Male
12546,45,45-54,Male
12547,54,45-54,Male
12548,16,13-17,Female
12549,37,35-44,Female
12550,21,18-24,Female
12551,34,25-34,Male
12552,39,35-44,Female
12553,28,25-34,Female
12554,17,13-17,Female
12555,35,35-44,Female
12556,43,35-44,Female
12557,19,18-24,Female
12558,18,18-24,Male
12559,14,13-17,Male
12560,31,25-34,Female
12561,22,18-24,Female
12562,57,55+,Male
12563,19,18-24,Female
12564,18,18-24,Female
12565,14,13-17,Male
12566,14,13-17,Male
12567,32,25-34,Male
12568,24,18-24,Male
12569,21,18-24,Female
12570,20,18-24,Prefer not to say
12571,41,35-44,Female
12572,13,13-17,Male
12573,30,25-34,Female
12574,14,13-17,Male
12575,17,13-17,Male
12576,28,25-34,Female
12577,14,13-17,Non-binary
12578,26,25-34,Male
12579,60,55+,Female
12580,27,25-34,Female
12581,34,25-34,Male
12582,42,35-44,Female
12583,19,18-24,Female
12584,24,18-24,Female
12585,58,55+,Male
12586,48,45-54,Male
12587,27,25-34,Male
12588,20,18-24,Female
12589,48,45-54,Female
12590,32,25-34,Male
12591,31,25-34,Female
12592,34,25-34,Male
12593,27,25-34,Female
12594,23,18-24,Female
12595,17,13-17,Male
12596,15,13-17,Female
12597,21,18-24,Female
12598,31,25-34,Male
12599,16,13-17,Female
12600,23,18-24,Male
12601,38,35-44,Male
12602,19,18-24,Female
12603,40,35-44,Male
12604,24,18-24,Male
12605,32,25-34,Non-binary
12606,31,25-34,Female
12607,26,25-34,Male
12608,14,13-17,Male
12609,30,25-34,Prefer not to say
12610,28,25-34,Prefer not to say
12611,46,45-54,Female
12612,20,18-24,Male
12613,19,18-24,Male
12614,17,13-17,Female
12615,25,25-34,Male
12616,27,25-34,Female
12617,21,18-24,Female
12618,36,35-44,Non-binary
12619,30,25-34,Male
12620,18,18-24,Prefer not to say
12621,30,25-34,Male
12622,24,18-24,Male
12623,38,35-44,Male
12624,25,25-34,Female
12625,41,35-44,Male
12626,16,13-17,Male
12627,54,45-54,Male
12628,25,25-34,Prefer not to say
12629,25,25-34,Male
12630,31,25-34,Male
12631,37,35-44,Female
12632,37,35-44,Male
12633,18,18-24,Male
12634,20,18-24,Female
12635,35,35-44,Female
12636,21,18-24,Female
12637,23,18-24,Male
12638,17,13-17,Male
12639,31,25-34,Female
12640,26,25-34,Male
12641,25,25-34,Female
12642,17,13-17,Male
12643,33,25-34,Female
12644,23,18-24,Female
12645,37,35-44,Female
12646,31,25-34,Male
12647,20,18-24,Male
12648,50,45-54,Male
12649,24,18-24,Male
12650,16,13-17,Male
12651,28,25-34,Male
12652,14,13-17,Female
12653,16,13-17,Male
12654,18,18-24,Male
12655,47,45-54,Female
12656,33,25-34,Female
12657,15,13-17,Female
12658,38,35-44,Female
12659,31,25-34,Female
12660,54,45-54,Female
12661,48,45-54,Male
12662,14,13-17,Male
12663,23,18-24,Male
12664,44,35-44,Male
12665,25,25-34,Non-binary
12666,42,35-44,Male
12667,54,45-54,Prefer not to say
12668,17,13-17,Female
12669,30,25-34,Male
12670,29,25-34,Male
12671,27,25-34,Male
12672,38,35-44,Male
12673,52,45-54,Male
12674,34,25-34,Female
12675,34,25-34,Female
12676,14,13-17,Female
12677,41,35-44,Female
12678,52,45-54,Female
12679,40,35-44,Female
12680,23,18-24,Male
12681,15,13-17,Female
12682,14,13-17,Male
12683,32,25-34,Female
12684,26,25-34,Female
12685,30,25-34,Female
12686,45,45-54,Female
12687,23,18-24,Male
12688,25,25-34,Male
12689,16,13-17,Female
12690,19,18-24,Male
12691,44,35-44,Female
12692,52,45-54,Female
12693,58,55+,Male
12694,29,25-34,Female
12695,16,13-17,Male
12696,14,13-17,Female
12697,30,25-34,Male
12698,15,13-17,Female
12699,22,18-24,Female
12700,49,45-54,Male
12701,31,25-34,Female
12702,50,45-54,Prefer not to say
12703,13,13-17,Female
12704,30,25-34,Male
12705,17,13-17,Female
12706,21,18-24,Male
12707,13,13-17,Female
12708,18,18-24,Female
12709,21,18-24,Non-binary
12710,14,13-17,Female
12711,14,13-17,Male
12712,20,18-24,Female
12713,28,25-34,Male
12714,39,35-44,Female
12715,13,13-17,Female
12716,18,18-24,Female
12717,54,45-54,Female
12718,22,18-24,Male
12719,44,35-44,Female
12720,51,45-54,Female
12721,29,25-34,Non-binary
12722,32,25-34,Female
12723,47,45-54,Female
12724,20,18-24,Male
12725,34,25-34,Female
12726,26,25-34,Female
12727,40,35-44,Male
12728,43,35-44,Female
12729,16,13-17,Male
12730,27,25-34,Male
12731,20,18-24,Male
12732,34,25-34,Female
12733,33,25-34,Prefer not to say
12734,27,25-34,Male
12735,29,25-34,Male
12736,49,45-54,Female
12737,14,13-17,Male
12738,46,45-54,Female
12739,20,18-24,Male
12740,49,45-54,Male
12741,31,25-34,Female
12742,35,35-44,Female
12743,28,25-34,Male
12744,30,25-34,Male
12745,37,35-44,Female
12746,21,18-24,Female
12747,24,18-24,Male
12748,55,55+,Female
12749,42,35-44,Male
12750,17,13-17,Female
12751,23,18-24,Male
12752,49,45-54,Female
12753,18,18-24,Female
12754,19,18-24,Male
12755,36,35-44,Prefer not to say
12756,33,25-34,Male
12757,24,18-24,Female
12758,32,25-34,Female
12759,14,13-17,Male
12760,40,35-44,Female
12761,49,45-54,Non-binary
12762,19,18-24,Male
12763,23,18-24,Male
12764,23,18-24,Female
12765,31,25-34,Female
12766,23,18-24,Male
12767,22,18-24,Male
12768,31,25-34,Female
12769,17,13-17,Male
12770,33,25-34,Male
12771,22,18-24,Female
12772,14,13-17,Female
12773,32,25-34,Male
12774,27,25-34,Female
12775,55,55+,Prefer not to say
12776,13,13-17,Male
12777,17,13-17,Female
12778,22,18-24,Male
12779,16,13-17,Prefer not to say
12780,14,13-17,Male
12781,40,35-44,Female
12782,29,25-34,Female
12783,41,35-44,Prefer not to say
12784,33,25-34,Female
12785,49,45-54,Female
12786,22,18-24,Female
12787,23,18-24,Female
12788,33,25-34,Male
12789,41,35-44,Female
12790,44,35-44,Male
12791,28,25-34,Female
12792,37,35-44,Female
12793,34,25-34,Female
12794,38,35-44,Female
12795,32,25-34,Female
12796,44,35-44,Male
12797,17,13-17,Male
12798,42,35-44,Female
12799,25,25-34,Female
12800,25,25-34,Female
12801,63,55+,Female
12802,29,25-34,Male
12803,21,18-24,Female
12804,19,18-24,Male
12805,15,13-17,Male
12806,18,18-24,Male
12807,30,25-34,Female
12808,18,18-24,Female
12809,20,18-24,Female
12810,43,35-44,Male
12811,16,13-17,Male
12812,47,45-54,Female
12813,30,25-34,Male
12814,13,13-17,Female
12815,42,35-44,Male
12816,33,25-34,Male
12817,15,13-17,Female
12818,32,25-34,Prefer not to say
12819,35,35-44,Female
12820,19,18-24,Female
12821,20,18-24,Female
12822,23,18-24,Male
12823,19,18-24,Female
12824,20,18-24,Male
12825,65,55+,Male
12826,13,13-17,Female
12827,26,25-34,Male
12828,28,25-34,Male
12829,47,45-54,Male
12830,23,18-24,Female
12831,20,18-24,Female
12832,16,13-17,Female
12833,18,18-24,Male
12834,14,13-17,Female
12835,13,13-17,Male
12836,64,55+,Female
12837,51,45-54,Male
12838,17,13-17,Male
12839,39,35-44,Female
12840,18,18-24,Male
12841,25,25-34,Female
12842,33,25-34,Prefer not to say
12843,31,25-34,Female
12844,25,25-34,Male
12845,23,18-24,Female
12846,39,35-44,Male
12847,54,45-54,Male
12848,18,18-24,Male
12849,24,18-24,Male
12850,19,18-24,Female
12851,21,18-24,Female
12852,32,25-34,Female
12853,32,25-34,Female
12854,32,25-34,Male
12855,53,45-54,Male
12856,30,25-34,Male
12857,40,35-44,Female
12858,14,13-17,Female
12859,26,25-34,Male
12860,49,45-54,Female
12861,53,45-54,Prefer not to say
12862,32,25-34,Non-binary
12863,32,25-34,Male
12864,17,13-17,Male
12865,23,18-24,Male
12866,18,18-24,Female
12867,36,35-44,Female
12868,27,25-34,Female
12869,56,55+,Male
12870,21,18-24,Female
12871,19,18-24,Prefer not to say
12872,39,35-44,Male
12873,19,18-24,Female
12874,14,13-17,Female
12875,34,25-34,Male
12876,38,35-44,Female
12877,26,25-34,Female
12878,24,18-24,Male
12879,23,18-24,Female
12880,13,13-17,Prefer not to say
12881,19,18-24,Male
12882,20,18-24,Female
