survey_id,exercise_frequency_id,sleep_hours,sleep_quality_score
14793,102,5.8,63
14794,101,5.3,63
14795,102,7.0,83
14796,103,7.4,88
14797,102,6.7,71
14798,103,7.4,82
14799,102,7.6,89
14800,102,6.9,63
14801,101,5.6,46
14802,101,5.9,76
14803,101,6.9,82
14804,102,5.5,69
14805,102,7.2,92
14806,101,6.3,68
14807,103,4.8,60
14808,102,7.8,86
14809,103,7.9,92
14810,102,6.9,86
14811,101,5.3,59
14812,103,7.1,91
14813,102,6.0,64
14814,102,7.6,94
14815,103,7.5,66
14816,101,5.9,58
14817,103,6.2,78
14818,103,7.0,75
14819,103,6.0,90
14820,103,6.7,71
14821,102,8.0,91
14822,101,7.3,92
14823,103,5.3,48
14824,102,8.1,94
14825,103,4.9,51
14826,103,6.7,89
14827,103,7.8,86
14828,101,7.5,84
14829,101,7.5,92
14830,102,7.0,79
14831,103,6.9,79
14832,102,6.0,70
14833,101,6.2,86
14834,103,8.6,94
14835,101,6.4,83
14836,103,6.9,82
14837,103,7.4,96
14838,102,6.4,68
14839,102,6.8,69
14840,103,6.7,70
14841,101,6.1,71
14842,101,7.0,84
14843,102,6.7,93
14844,101,6.2,80
14845,101,5.0,76
14846,103,6.5,84
14847,101,6.0,82
14848,102,6.9,58
14849,103,7.0,64
14850,103,8.2,100
14851,102,6.2,64
14852,102,6.4,84
14853,102,7.2,91
14854,103,7.9,100
14855,101,5.0,51
14856,102,6.8,75
14857,101,5.8,74
14858,101,7.1,86
14859,102,5.7,73
14860,103,7.1,77
14861,101,5.9,56
14862,102,6.8,68
14863,101,5.5,63
14864,101,5.9,62
14865,103,7.0,73
14866,103,6.7,87
14867,101,6.5,60
14868,102,7.3,89
14869,102,9.2,100
14870,102,5.3,55
14871,103,5.5,84
14872,102,6.5,87
14873,102,6.0,76
14874,102,7.0,77
14875,102,6.0,66
14876,102,6.0,63
14877,101,8.6,99
14878,103,6.1,88
14879,102,7.5,92
14880,103,6.6,70
14881,102,5.6,70
14882,102,5.7,66
14883,102,6.4,80
14884,103,5.6,74
14885,102,7.6,91
14886,101,7.9,100
14887,101,6.7,79
14888,101,6.2,68
14889,102,6.8,93
14890,103,8.0,92
14891,101,6.5,75
14892,101,8.5,98
14893,101,7.4,85
14894,102,6.4,73
14895,102,6.3,78
14896,103,7.4,83
14897,102,7.9,98
14898,102,5.2,70
14899,103,6.8,69
14900,101,7.1,84
14901,103,6.6,73
14902,103,7.8,100
14903,103,6.7,77
14904,101,5.6,65
14905,101,6.4,68
14906,103,7.5,93
14907,103,7.0,83
14908,102,5.9,72
14909,102,6.3,75
14910,101,8.0,86
14911,102,6.4,80
14912,101,6.4,65
14913,101,7.9,96
14914,101,6.3,58
14915,101,5.8,58
14916,101,7.4,72
14917,102,5.2,46
14918,103,6.8,78
14919,101,6.3,95
14920,103,6.0,70
14921,102,5.7,60
14922,101,7.0,86
14923,101,7.6,87
14924,103,6.8,79
14925,101,5.3,64
14926,101,6.1,59
14927,103,6.2,88
14928,102,7.9,95
14929,103,6.1,80
14930,101,4.7,61
14931,102,7.0,57
14932,101,6.4,85
14933,102,7.1,82
14934,102,5.2,75
14935,101,8.0,93
14936,101,8.1,100
14937,102,7.0,73
14938,102,7.7,91
14939,102,5.4,64
14940,101,5.9,90
14941,101,7.3,67
14942,103,5.9,58
14943,101,6.7,73
14944,102,6.0,69
14945,103,5.7,82
14946,102,7.5,67
14947,101,5.7,61
14948,101,7.1,73
14949,101,8.4,100
14950,103,6.6,79
14951,103,8.0,100
14952,102,6.8,77
14953,103,6.9,95
14954,103,5.8,64
14955,102,6.5,67
14956,103,6.4,68
14957,102,6.3,89
14958,101,6.4,79
14959,102,6.2,51
14960,103,8.8,87
14961,102,5.6,57
14962,103,7.0,79
14963,103,7.2,81
14964,103,7.5,78
14965,103,6.3,73
14966,101,6.4,66
14967,103,6.9,87
14968,102,5.8,54
14969,101,8.0,86
14970,103,6.1,53
14971,103,7.1,95
14972,103,8.1,100
14973,102,6.9,75
14974,101,5.4,65
14975,102,4.9,55
14976,103,7.3,64
14977,101,6.1,60
14978,101,5.8,60
14979,102,6.6,62
14980,102,4.7,46
14981,103,6.5,72
14982,101,5.7,60
14983,101,7.7,93
14984,102,8.3,100
14985,102,6.4,63
14986,101,6.5,87
14987,102,5.7,63
14988,103,6.2,62
14989,103,6.2,67
14990,103,7.3,100
14991,101,6.8,67
14992,101,7.4,73
14993,101,7.4,91
14994,102,7.5,91
14995,102,6.3,77
14996,101,4.6,41
14997,103,7.2,73
14998,102,8.0,100
14999,103,6.3,76
15000,102,6.7,55
15001,101,6.1,45
15002,102,7.2,89
15003,103,7.3,82
15004,103,7.0,92
15005,102,5.3,53
15006,103,8.6,98
15007,101,7.0,78
15008,102,7.2,92
15009,101,7.1,94
15010,101,6.9,97
15011,102,6.6,87
15012,103,7.3,100
15013,102,6.8,60
15014,103,8.3,99
15015,101,5.4,60
15016,101,7.3,94
15017,102,7.9,87
15018,101,5.1,82
15019,102,4.6,51
15020,102,5.8,79
15021,101,6.0,69
15022,101,6.7,79
15023,102,6.6,62
15024,102,7.3,89
15025,102,7.0,71
15026,103,8.5,97
15027,103,5.2,45
15028,102,5.8,57
15029,101,6.3,72
15030,101,7.3,82
15031,101,5.0,78
15032,101,6.2,76
15033,101,6.3,54
15034,103,7.8,78
15035,102,5.3,35
15036,102,6.7,83
15037,103,6.5,61
15038,103,6.1,68
15039,103,6.3,56
15040,103,6.0,77
15041,102,7.3,88
15042,102,6.1,60
15043,101,7.0,67
15044,101,6.0,50
15045,102,6.0,67
15046,103,6.5,97
15047,102,6.5,67
15048,102,7.6,95
15049,101,6.6,51
15050,103,7.1,86
15051,102,7.9,98
15052,102,4.6,55
15053,102,4.9,54
15054,102,6.6,81
15055,103,7.7,100
15056,102,8.2,100
15057,103,7.2,89
15058,103,7.3,68
15059,101,4.9,59
15060,103,6.7,67
15061,101,6.5,66
15062,102,7.2,83
15063,102,6.8,72
15064,102,7.4,72
15065,102,7.6,99
15066,102,6.9,92
15067,102,7.2,100
15068,101,8.0,100
15069,102,7.3,96
15070,102,7.7,98
15071,101,7.0,78
15072,103,5.5,45
15073,102,8.1,94
15074,101,5.9,56
15075,103,6.7,78
15076,102,6.8,85
15077,102,7.7,96
15078,101,5.7,69
15079,102,7.4,99
15080,103,6.2,67
15081,101,6.7,95
15082,101,7.3,76
15083,103,6.8,82
15084,103,7.3,88
15085,103,6.0,75
15086,101,6.0,60
15087,102,7.0,85
15088,103,6.9,86
15089,103,7.1,72
15090,102,5.3,59
15091,103,7.6,88
15092,102,7.9,97
15093,102,5.4,58
15094,101,6.3,76
15095,103,6.6,84
15096,102,6.8,72
15097,101,6.3,66
15098,103,5.0,49
15099,101,7.9,100
15100,102,5.6,74
15101,103,8.7,100
15102,103,8.9,100
15103,103,6.4,71
15104,102,7.1,70
15105,102,6.5,68
15106,102,6.7,53
15107,102,5.9,72
15108,103,7.3,69
15109,102,6.5,94
15110,102,6.8,56
15111,102,5.9,74
15112,102,6.1,74
15113,102,7.6,97
15114,101,6.5,88
15115,103,8.4,100
15116,102,8.0,100
15117,103,4.5,39
15118,102,6.8,74
15119,102,6.9,81
15120,102,7.9,100
15121,102,7.7,98
15122,101,6.4,43
15123,102,6.4,76
15124,101,7.4,86
15125,102,6.2,78
15126,102,6.9,78
15127,103,5.9,70
15128,103,7.8,100
15129,103,6.1,73
15130,102,8.1,96
15131,102,4.7,44
15132,102,6.1,55
15133,102,6.6,97
15134,102,6.6,84
15135,101,5.8,61
15136,102,6.4,79
15137,103,7.6,95
15138,101,7.8,91
15139,102,7.2,85
15140,103,6.6,100
15141,102,4.9,58
15142,101,5.6,58
15143,102,5.9,70
15144,101,5.7,71
15145,101,8.7,100
15146,103,7.4,72
15147,102,7.2,88
15148,103,7.4,93
15149,102,7.3,79
15150,103,5.9,72
15151,102,6.8,85
15152,102,6.4,81
15153,102,7.6,82
15154,102,6.2,74
15155,102,7.9,75
15156,102,7.2,88
15157,102,6.0,67
15158,101,7.5,85
15159,102,6.4,76
15160,103,6.0,51
15161,102,5.7,73
15162,101,7.5,94
15163,103,6.9,85
15164,101,6.0,68
15165,102,9.2,100
15166,103,7.0,86
15167,101,6.0,65
15168,103,7.9,100
15169,102,4.5,71
15170,103,7.8,100
15171,102,6.5,82
15172,101,6.2,81
15173,103,6.6,84
15174,101,6.0,69
15175,101,7.6,94
15176,102,7.8,89
15177,101,6.9,85
15178,102,6.1,75
15179,102,6.6,79
15180,102,7.0,72
15181,102,6.1,69
15182,101,6.7,84
15183,102,5.5,54
15184,102,6.9,77
15185,102,6.7,61
15186,101,6.5,78
15187,103,4.6,37
15188,103,7.5,84
15189,103,7.1,78
15190,103,6.5,71
15191,103,5.7,72
15192,103,6.3,75
15193,101,6.1,79
15194,102,6.2,53
15195,102,5.8,55
15196,101,6.6,72
15197,102,5.9,52
15198,102,6.1,53
15199,101,7.1,84
15200,102,6.7,85
15201,103,6.6,77
15202,103,8.2,100
15203,102,7.5,78
15204,102,5.8,67
15205,103,6.5,61
15206,103,5.5,62
15207,101,5.2,52
15208,102,6.1,74
15209,103,7.8,80
15210,101,7.1,91
15211,102,6.6,79
15212,101,6.0,60
15213,101,6.6,74
15214,102,6.5,69
15215,102,8.2,93
15216,102,6.0,73
15217,101,6.8,91
15218,101,6.7,85
15219,101,7.3,84
15220,102,6.6,91
15221,102,5.9,85
15222,102,6.4,84
15223,102,7.6,88
15224,103,6.2,76
15225,101,7.3,74
15226,102,6.8,82
15227,101,5.1,52
15228,102,7.3,83
15229,101,6.1,73
15230,102,6.5,92
15231,101,7.0,94
15232,103,6.0,86
15233,103,6.4,87
15234,103,6.3,72
15235,101,6.5,84
15236,102,5.7,45
15237,101,6.9,79
15238,102,6.3,80
15239,101,5.4,78
15240,102,6.6,83
15241,102,5.9,66
15242,102,5.6,70
15243,103,6.8,83
15244,102,6.8,94
15245,102,8.2,100
15246,102,7.8,96
15247,102,6.6,83
15248,102,6.8,92
15249,101,5.8,73
15250,102,7.7,100
15251,103,6.4,68
15252,103,7.2,95
15253,103,6.5,79
15254,102,7.5,81
15255,103,5.4,63
15256,102,7.6,79
15257,101,6.0,74
15258,102,7.4,86
15259,101,6.6,80
15260,102,5.9,65
15261,102,6.9,71
15262,102,5.8,84
15263,102,5.7,67
15264,103,7.5,100
15265,101,5.6,63
15266,102,5.2,53
15267,102,7.6,95
15268,101,6.0,77
15269,102,7.6,97
15270,101,7.5,95
15271,102,5.8,60
15272,103,6.6,94
15273,102,7.0,86
15274,102,5.1,44
15275,101,7.1,87
15276,102,7.3,76
15277,101,5.9,95
15278,101,6.6,77
15279,103,7.2,74
15280,102,6.4,77
15281,101,5.3,65
15282,102,7.0,92
15283,102,6.5,75
15284,101,6.7,88
15285,102,6.9,67
15286,102,6.6,77
15287,102,6.3,94
15288,103,6.6,72
15289,102,6.2,94
15290,102,5.8,68
15291,101,6.0,72
15292,102,6.7,78
15293,102,7.6,100
15294,103,5.0,37
15295,103,5.7,75
15296,101,6.7,67
15297,101,6.6,53
15298,103,6.7,87
15299,102,6.1,80
15300,101,6.0,70
15301,102,7.4,83
15302,102,5.9,54
15303,103,7.6,84
15304,102,6.0,56
15305,102,7.6,87
15306,101,5.8,62
15307,101,6.0,73
15308,101,6.3,63
15309,103,7.2,80
15310,101,7.1,89
15311,102,5.0,64
15312,102,6.2,80
15313,101,6.4,63
15314,101,6.7,89
15315,102,6.4,61
15316,103,6.6,89
15317,103,5.2,33
15318,103,5.8,78
15319,101,6.5,76
15320,103,7.0,87
15321,103,6.4,66
15322,101,6.7,85
15323,102,5.5,74
15324,103,5.8,65
15325,101,5.7,63
15326,102,6.2,72
15327,103,5.5,49
15328,102,4.6,64
15329,101,7.5,72
15330,102,5.9,79
15331,102,6.9,78
15332,101,7.5,89
15333,101,7.2,97
15334,102,6.7,99
15335,103,7.8,100
15336,102,6.1,63
15337,101,8.6,100
15338,101,7.4,79
15339,101,6.6,92
15340,102,7.1,93
15341,102,8.0,100
15342,103,5.9,60
15343,102,6.2,80
15344,103,9.1,99
15345,102,7.2,74
15346,101,7.0,67
15347,102,6.2,69
15348,102,5.3,46
15349,101,6.8,95
15350,102,6.7,92
15351,103,5.1,58
15352,102,6.3,93
15353,103,6.8,81
15354,102,6.1,83
15355,103,8.2,100
15356,103,6.7,84
15357,102,8.2,94
15358,101,7.2,93
15359,101,6.0,79
15360,101,7.5,90
15361,102,7.3,78
15362,102,6.4,81
15363,101,7.6,83
15364,102,5.3,67
15365,102,6.7,86
15366,101,6.9,81
15367,102,7.7,88
15368,102,6.9,81
15369,101,6.7,88
15370,102,6.7,81
15371,101,7.3,75
15372,101,5.9,85
15373,101,7.1,76
15374,102,5.7,62
15375,102,6.0,64
15376,103,7.3,81
15377,101,6.9,72
15378,101,6.1,77
15379,103,7.2,83
15380,102,6.8,91
15381,102,5.9,56
15382,101,6.6,79
15383,102,5.4,44
15384,103,7.0,89
15385,103,6.7,94
15386,101,5.5,69
15387,101,6.7,63
15388,103,8.0,91
15389,101,7.3,91
15390,101,5.5,54
15391,102,6.5,74
15392,102,6.2,94
15393,102,7.9,100
15394,102,6.8,75
15395,102,6.1,63
15396,101,5.3,60
15397,102,6.4,75
15398,102,7.0,63
15399,102,5.3,51
15400,103,7.8,100
15401,103,5.9,78
15402,101,7.4,98
15403,103,6.2,72
15404,103,8.1,79
15405,103,6.6,58
15406,101,5.7,53
15407,101,5.6,61
15408,101,8.1,95
15409,103,5.7,89
15410,103,7.5,88
15411,101,6.5,84
15412,101,7.4,82
15413,101,5.8,48
15414,102,7.9,100
15415,102,7.0,79
15416,102,6.4,78
15417,102,6.6,80
15418,102,7.1,100
15419,101,6.2,82
15420,103,8.1,97
15421,102,6.4,68
15422,102,6.4,77
15423,101,5.8,62
15424,101,7.3,77
15425,102,6.1,73
15426,101,7.0,73
15427,101,7.5,89
15428,103,6.2,72
15429,102,6.8,76
15430,102,7.7,80
15431,102,6.5,57
15432,103,6.7,91
15433,101,4.9,52
15434,101,5.8,69
15435,101,7.4,74
15436,102,5.4,62
15437,103,5.3,51
15438,102,5.4,43
15439,103,7.6,90
15440,102,6.4,86
15441,103,7.7,89
15442,102,5.7,57
15443,102,6.6,87
15444,103,6.8,85
15445,103,5.1,62
15446,102,6.1,55
15447,102,7.7,94
15448,101,5.3,79
15449,103,7.3,96
15450,103,5.9,42
15451,102,6.1,66
15452,101,6.5,90
15453,101,7.4,95
15454,101,5.7,70
15455,101,7.7,100
15456,102,7.6,88
15457,103,7.8,100
15458,103,7.8,100
15459,101,7.0,92
15460,102,7.0,68
15461,102,5.6,67
15462,102,6.5,76
15463,101,7.5,87
15464,102,8.1,86
15465,102,7.2,79
15466,103,6.7,82
15467,102,6.8,69
15468,103,6.2,63
15469,103,7.8,100
15470,101,6.0,74
15471,102,6.8,80
15472,103,7.0,75
15473,103,7.1,100
15474,103,5.9,52
15475,103,7.0,86
15476,102,5.1,68
15477,101,4.2,50
15478,103,6.7,57
15479,103,7.2,92
15480,103,6.3,73
15481,102,6.2,82
15482,101,6.1,66
15483,102,6.1,72
15484,101,6.4,100
15485,102,7.6,88
15486,103,7.1,63
15487,102,7.4,80
15488,102,6.4,68
15489,101,6.3,53
15490,101,6.5,71
15491,102,7.9,93
15492,101,7.4,91
15493,102,8.4,100
15494,102,6.2,78
15495,103,6.4,72
15496,102,6.3,70
15497,102,7.0,63
15498,101,6.8,74
15499,102,6.8,65
15500,102,7.4,100
15501,103,5.1,59
15502,102,6.2,64
15503,101,6.1,60
15504,102,6.8,78
15505,102,6.4,72
15506,101,4.6,41
15507,101,5.2,53
15508,103,6.4,73
15509,101,6.0,53
15510,103,6.8,97
15511,101,7.2,97
15512,103,8.2,81
15513,102,6.2,78
15514,102,7.1,92
15515,102,4.9,45
15516,101,7.6,100
15517,102,5.2,68
15518,102,5.8,65
15519,102,5.9,64
15520,102,7.0,77
15521,102,6.3,84
15522,101,6.8,91
15523,102,4.3,53
15524,102,6.1,80
15525,103,7.7,92
15526,101,7.1,85
15527,102,5.6,77
15528,101,7.1,88
15529,102,6.0,66
15530,101,7.5,91
15531,101,6.2,82
15532,101,6.1,56
15533,101,6.8,93
15534,102,7.4,89
15535,103,6.2,73
15536,102,6.9,82
15537,102,6.9,71
15538,101,7.7,83
15539,103,5.7,58
15540,103,7.2,83
15541,101,5.9,73
15542,102,7.3,83
15543,103,7.3,96
15544,102,7.6,80
15545,103,6.8,93
15546,102,6.0,79
15547,102,6.5,93
15548,103,6.9,74
15549,102,7.5,89
15550,103,7.1,77
15551,103,6.4,72
15552,103,7.4,100
15553,102,5.2,36
15554,103,6.4,92
15555,102,6.1,84
15556,102,8.3,100
15557,102,7.1,97
15558,102,6.6,69
15559,101,5.3,69
15560,101,7.8,99
15561,102,6.0,75
15562,102,6.0,77
15563,102,6.8,84
15564,102,6.3,93
15565,103,7.4,94
15566,102,6.6,63
15567,102,7.2,79
15568,101,6.5,87
15569,103,6.4,69
15570,103,5.8,78
15571,102,5.5,59
15572,102,7.6,86
15573,102,6.5,60
15574,103,6.7,95
15575,103,6.6,85
15576,101,6.9,87
15577,101,6.9,78
15578,103,7.6,93
15579,102,6.1,74
15580,103,5.6,61
15581,102,6.0,62
15582,102,6.6,80
15583,101,5.7,78
15584,102,6.4,80
15585,101,7.1,74
15586,102,6.1,73
15587,103,7.8,85
15588,101,6.5,92
15589,102,5.8,63
15590,101,6.0,74
15591,103,6.8,91
15592,102,6.0,51
15593,102,6.8,86
15594,101,5.1,63
15595,102,6.5,90
15596,103,6.7,93
15597,103,5.9,69
15598,101,5.2,68
15599,103,5.6,63
15600,102,7.4,95
15601,102,6.0,87
15602,102,5.4,80
15603,101,6.9,75
15604,102,6.7,88
15605,101,8.2,100
15606,103,5.6,70
15607,102,6.7,66
15608,102,6.6,84
15609,101,8.7,100
15610,101,5.8,73
15611,102,8.5,100
15612,102,7.4,78
15613,102,8.0,95
15614,101,4.9,62
15615,103,6.7,88
15616,103,7.6,97
15617,102,5.8,82
15618,102,5.6,63
15619,101,6.7,68
15620,101,5.5,70
15621,101,5.9,51
15622,102,6.9,76
15623,102,6.4,66
15624,102,7.6,90
15625,103,6.9,77
15626,102,7.0,61
15627,102,6.5,67
15628,101,5.6,83
15629,102,5.4,63
15630,101,5.9,62
15631,102,6.9,92
15632,102,6.3,82
15633,103,7.5,90
15634,103,6.0,60
15635,101,4.5,54
15636,102,7.4,83
15637,102,7.3,86
15638,103,5.8,85
15639,102,6.1,50
15640,103,8.0,90
15641,102,7.6,100
15642,102,5.4,81
15643,102,7.6,94
15644,102,5.5,44
15645,101,5.7,61
15646,102,6.2,71
15647,103,7.0,73
15648,103,7.1,80
15649,102,6.5,71
15650,103,7.4,76
15651,103,8.1,100
15652,102,6.0,57
15653,101,6.3,70
15654,103,5.9,66
15655,102,5.7,72
15656,103,7.6,84
15657,102,6.0,76
15658,103,7.3,100
15659,101,6.0,56
15660,102,6.2,72
15661,102,7.0,74
15662,102,6.9,64
15663,101,7.3,61
15664,101,6.5,68
15665,102,7.6,85
15666,101,6.1,83
15667,103,7.2,80
15668,103,6.8,87
15669,103,8.4,94
15670,103,6.7,79
15671,102,7.5,75
15672,102,6.9,64
15673,102,5.6,56
15674,101,5.9,90
15675,103,8.8,100
15676,101,7.0,90
15677,101,6.8,85
15678,101,5.3,58
15679,102,6.6,90
15680,101,6.8,79
15681,102,4.5,55
15682,101,6.2,60
15683,101,6.7,59
15684,103,6.3,82
15685,103,6.2,64
15686,101,5.9,62
15687,102,7.8,96
15688,101,5.2,67
15689,103,5.9,64
15690,103,6.3,75
15691,102,6.2,65
15692,102,6.1,61
15693,101,5.8,75
15694,102,6.2,64
15695,101,6.5,78
15696,102,6.0,84
15697,101,7.9,97
15698,101,6.3,73
15699,103,7.6,98
15700,102,6.8,72
15701,102,6.1,60
15702,102,6.4,78
15703,101,6.8,83
15704,102,7.5,95
15705,101,5.0,48
15706,103,6.7,80
15707,103,6.4,67
15708,103,6.6,82
15709,102,6.4,86
15710,101,6.2,71
15711,101,6.0,69
15712,101,6.6,70
15713,102,6.5,94
15714,102,6.7,86
15715,103,7.6,85
15716,102,5.8,74
15717,103,6.6,75
15718,102,6.0,64
15719,103,7.5,97
15720,103,6.7,86
15721,102,8.2,95
15722,103,6.3,60
15723,101,6.6,76
15724,101,5.4,43
15725,102,5.9,70
15726,101,7.3,88
15727,102,8.1,100
15728,102,5.1,65
15729,102,6.9,81
15730,102,5.2,65
15731,103,7.6,89
15732,101,5.6,67
15733,101,4.7,39
15734,103,8.3,100
15735,102,6.9,61
15736,102,5.2,67
15737,102,6.4,80
15738,102,6.1,73
15739,103,7.1,70
15740,103,7.7,88
15741,102,6.4,71
15742,101,8.2,100
15743,101,6.5,68
15744,101,5.7,59
15745,103,6.1,78
15746,103,6.6,58
15747,101,7.2,80
15748,101,7.3,86
15749,101,6.0,63
15750,101,6.9,79
15751,102,5.8,60
15752,101,6.0,63
15753,102,6.9,100
15754,103,6.6,87
15755,102,6.2,76
15756,102,7.6,76
15757,103,6.8,72
15758,102,6.0,84
15759,102,6.4,75
15760,102,6.5,100
15761,101,8.0,93
15762,103,6.0,65
15763,102,6.9,84
15764,101,6.0,68
15765,102,6.6,82
15766,101,6.6,65
15767,103,6.6,74
15768,103,5.8,78
15769,103,7.6,97
15770,103,6.1,71
15771,101,6.7,79
15772,103,6.6,84
15773,101,7.0,94
15774,102,6.4,82
15775,101,7.2,89
15776,102,6.3,73
15777,103,6.7,74
15778,101,5.8,73
15779,101,5.6,69
15780,101,6.5,75
15781,102,7.3,89
15782,103,6.7,77
15783,102,6.2,70
15784,101,8.3,100
15785,101,6.0,77
15786,101,7.7,82
15787,102,5.7,60
15788,101,6.9,85
15789,102,5.7,69
15790,102,7.3,90
15791,101,6.8,85
15792,103,7.3,80
15793,103,6.5,85
15794,103,6.5,69
15795,101,7.7,95
15796,103,7.7,93
15797,101,5.6,77
15798,103,7.3,83
15799,103,7.3,100
15800,102,6.4,64
15801,101,5.1,72
15802,103,6.8,98
15803,102,5.7,68
15804,101,6.8,73
15805,102,6.9,78
15806,102,5.8,77
15807,102,4.0,56
15808,102,6.7,74
15809,102,6.5,74
15810,102,6.1,85
15811,102,7.4,82
15812,102,6.9,91
15813,101,8.7,100
15814,102,8.2,83
15815,102,6.0,53
15816,102,7.9,97
15817,103,8.0,93
15818,103,6.2,75
15819,103,7.6,82
15820,102,6.9,81
15821,102,8.2,100
15822,103,6.4,77
15823,101,5.7,60
15824,103,7.8,81
15825,103,6.5,81
15826,103,7.8,97
15827,103,6.8,77
15828,102,5.8,61
15829,101,7.5,78
15830,102,8.8,96
15831,103,6.5,77
15832,102,5.6,61
15833,102,7.1,74
15834,103,6.0,76
15835,101,6.4,43
15836,102,6.5,76
15837,101,7.8,99
15838,103,7.0,77
15839,103,7.9,100
15840,103,8.4,81
15841,103,6.5,75
15842,102,6.7,85
15843,102,6.9,91
15844,103,6.3,88
15845,102,7.0,88
15846,102,6.1,52
15847,101,5.8,51
15848,101,6.9,85
15849,101,7.1,79
15850,103,7.4,75
15851,103,6.2,77
15852,102,7.3,82
15853,102,6.0,81
15854,102,6.3,71
15855,103,8.0,78
15856,101,7.5,82
15857,103,7.1,89
15858,101,6.3,75
15859,101,6.2,72
15860,101,7.0,66
15861,102,6.8,60
15862,103,7.0,87
15863,101,7.1,77
15864,101,8.2,79
15865,101,7.4,94
15866,102,6.9,72
15867,101,6.4,92
15868,103,7.7,79
15869,101,6.5,73
15870,103,4.8,54
15871,101,6.3,93
15872,101,6.6,84
15873,101,7.0,71
15874,102,6.6,86
15875,102,6.1,69
15876,103,9.0,100
15877,102,5.0,47
15878,101,6.5,63
15879,101,5.3,63
15880,101,7.2,72
15881,103,7.7,88
15882,102,4.6,64
15883,102,7.2,90
15884,102,8.3,100
15885,103,7.1,80
15886,102,7.3,93
15887,102,4.5,58
15888,102,7.9,91
15889,101,5.9,79
15890,101,6.6,98
15891,102,6.2,72
15892,103,7.4,92
15893,101,7.1,100
15894,101,7.7,92
15895,101,8.5,94
15896,102,8.3,100
15897,102,6.8,77
15898,103,7.5,82
15899,101,5.6,74
15900,101,5.7,81
15901,101,7.0,95
15902,103,9.1,100
15903,103,6.4,73
15904,102,7.7,91
15905,102,5.4,83
15906,101,6.0,77
15907,102,6.2,59
15908,101,6.3,84
15909,101,5.1,63
15910,102,7.8,97
15911,102,4.8,39
15912,102,7.7,91
15913,101,6.3,85
15914,103,7.4,75
15915,103,8.5,100
15916,101,6.6,66
15917,101,5.8,58
15918,103,7.6,87
15919,102,5.9,72
15920,102,7.4,89
15921,101,7.4,88
15922,103,6.3,61
15923,102,6.7,87
15924,103,7.3,78
15925,102,7.2,99
15926,102,7.6,95
15927,101,6.7,72
15928,103,7.0,80
15929,102,6.8,73
15930,103,7.8,96
15931,102,7.0,86
15932,101,6.6,84
15933,103,6.5,64
15934,103,7.3,100
15935,103,7.0,87
15936,103,7.2,87
15937,102,7.5,83
15938,103,7.4,89
15939,102,6.9,89
15940,102,5.4,44
15941,103,7.8,100
15942,102,5.5,61
15943,101,6.2,69
15944,101,7.0,74
15945,101,6.0,83
15946,101,7.3,90
15947,102,6.0,61
15948,102,4.5,33
15949,102,6.5,87
15950,102,7.0,100
15951,103,6.6,66
15952,101,5.5,61
15953,102,7.2,86
15954,102,4.1,35
15955,103,7.5,85
15956,101,6.3,74
15957,101,6.9,78
15958,102,6.0,75
15959,103,7.0,73
15960,101,7.2,82
15961,101,6.2,67
15962,103,6.8,85
15963,103,7.4,100
15964,102,5.8,59
15965,103,7.1,78
15966,102,6.2,81
15967,102,6.4,88
15968,102,5.7,67
15969,102,7.4,91
15970,102,7.6,96
15971,101,5.4,61
15972,103,6.8,71
15973,102,6.7,78
15974,101,6.6,73
15975,102,6.4,66
15976,102,7.1,73
15977,102,7.7,94
15978,102,6.1,65
15979,102,6.5,68
15980,102,6.6,62
15981,102,7.6,100
15982,102,5.6,63
15983,103,7.1,100
15984,103,7.0,84
15985,101,4.0,47
15986,102,7.4,75
15987,103,5.8,69
15988,102,7.4,85
15989,103,6.4,71
15990,102,6.2,84
15991,102,6.3,75
15992,102,6.3,74
15993,102,7.0,91
15994,103,7.6,100
15995,102,6.6,79
15996,101,7.0,85
15997,102,6.8,69
15998,102,5.3,49
15999,102,6.7,76
16000,102,7.4,92
16001,102,6.3,69
16002,102,7.4,92
16003,103,7.5,82
16004,103,7.6,97
16005,103,7.8,82
16006,102,7.3,100
16007,101,5.4,73
16008,103,6.6,69
16009,102,4.9,78
16010,101,7.8,81
16011,103,8.0,91
16012,103,7.1,100
16013,101,7.6,100
16014,102,6.4,81
16015,101,8.1,100
16016,102,7.2,76
16017,101,8.1,83
16018,101,6.2,84
16019,103,5.8,82
16020,101,6.1,91
16021,102,7.9,100
16022,102,6.7,91
16023,102,7.5,85
16024,103,8.3,90
16025,101,7.0,82
16026,102,5.1,57
16027,102,5.7,75
16028,101,6.2,77
16029,102,6.9,99
16030,102,6.4,78
16031,102,6.1,83
16032,102,5.5,67
16033,103,6.3,51
16034,102,7.0,85
16035,101,7.1,91
16036,102,5.9,82
16037,102,5.4,71
16038,102,6.7,61
16039,103,6.6,79
16040,101,6.8,78
16041,103,6.8,76
16042,102,6.2,88
16043,102,7.8,100
16044,101,6.4,62
16045,102,7.8,97
16046,102,5.2,68
16047,102,6.6,77
16048,102,6.6,82
16049,102,6.0,58
16050,102,7.3,90
16051,101,5.6,73
16052,101,6.1,64
16053,103,7.6,88
16054,101,7.2,67
16055,102,7.4,94
16056,101,6.0,76
16057,103,6.1,71
16058,102,6.9,73
16059,102,5.6,63
16060,103,7.8,94
16061,101,6.3,82
