survey_id,platform_id,content_type_id,daily_screen_time_hours,notification_checks_per_day,night_checking_frequency_id,uses_social_media_before_bed,social_media_detox_habit,limited_screen_time_habit
9478,1,4,4.25,49,2,Yes,No,Yes
9479,1,7,5.63,37,1,Yes,Yes,No
9480,1,1,6.63,61,1,Yes,No,Yes
9481,2,5,5.89,47,2,Yes,No,No
9482,2,2,5.62,53,2,Yes,No,Yes
9483,4,1,2.61,49,1,No,No,Yes
9484,4,1,2.92,47,2,Yes,No,Yes
9485,2,8,5.91,65,1,Yes,Yes,No
9486,4,1,1.09,19,1,Yes,No,No
9487,5,4,2.56,28,1,Yes,No,No
9488,2,5,5.55,46,3,Yes,No,Yes
9489,7,1,1.02,23,1,No,No,No
9490,4,4,0.4,21,1,No,Yes,Yes
9491,4,8,0.45,14,1,Yes,Yes,Yes
9492,2,3,6.62,55,3,No,Yes,Yes
9493,2,6,4.12,45,3,No,Yes,Yes
9494,3,1,4.59,47,3,Yes,No,No
9495,3,1,4.34,42,2,Yes,No,No
9496,6,5,3.41,43,3,No,Yes,Yes
9497,3,4,5.46,61,3,No,No,Yes
9498,1,1,4.44,30,1,Yes,Yes,No
9499,1,3,3.0,43,2,Yes,Yes,No
9500,5,3,3.84,28,3,Yes,Yes,No
9501,1,4,2.23,34,2,No,No,No
9502,2,8,4.73,34,1,Yes,No,Yes
9503,4,4,2.7,34,2,No,Yes,No
9504,3,7,1.14,22,2,No,No,Yes
9505,3,4,4.38,28,2,Yes,No,Yes
9506,4,1,0.93,21,1,Yes,Yes,Yes
9507,1,3,5.59,44,2,No,Yes,No
9508,4,3,3.75,37,2,No,Yes,No
9509,1,6,6.91,47,2,Yes,No,No
9510,5,4,4.2,41,1,Yes,No,No
9511,4,7,3.58,53,1,Yes,Yes,No
9512,6,5,4.66,44,3,Yes,No,Yes
9513,7,6,0.5,18,1,No,No,No
9514,2,6,2.84,17,2,Yes,No,No
9515,3,6,3.72,41,2,No,Yes,No
9516,3,5,6.0,40,1,Yes,Yes,Yes
9517,5,5,4.06,36,1,No,No,Yes
9518,1,3,1.93,24,3,No,No,No
9519,5,5,2.28,40,1,No,No,No
9520,1,3,6.6,38,3,No,No,No
9521,5,1,5.58,48,3,Yes,No,No
9522,3,3,4.69,40,1,No,No,No
9523,3,1,5.36,53,1,No,No,No
9524,2,1,7.63,66,2,No,No,No
9525,2,4,3.11,26,2,No,Yes,No
9526,3,2,1.83,38,2,Yes,No,No
9527,6,1,0.4,9,1,Yes,No,No
9528,5,5,2.96,34,2,Yes,No,No
9529,1,6,3.07,28,3,Yes,Yes,Yes
9530,2,5,5.01,40,1,Yes,No,No
9531,1,4,4.71,39,1,Yes,No,No
9532,1,8,2.36,31,1,Yes,No,No
9533,4,8,0.4,26,1,No,Yes,No
9534,1,6,5.31,35,2,No,No,No
9535,2,3,5.05,52,1,No,Yes,Yes
9536,2,4,1.64,45,2,No,No,Yes
9537,1,8,3.48,37,1,No,No,Yes
9538,2,7,6.34,51,2,Yes,Yes,No
9539,2,6,6.1,39,2,Yes,No,No
9540,6,6,0.4,18,2,No,Yes,Yes
9541,2,1,5.75,54,2,Yes,Yes,Yes
9542,4,2,1.69,29,2,No,Yes,No
9543,2,6,4.73,35,3,Yes,No,Yes
9544,4,1,3.03,31,1,Yes,No,No
9545,3,8,2.79,19,1,No,Yes,Yes
9546,6,6,2.3,28,3,Yes,No,Yes
9547,2,7,5.55,31,3,Yes,No,No
9548,3,7,4.4,49,1,No,No,No
9549,1,2,5.63,40,2,No,Yes,No
9550,6,2,3.63,50,2,No,No,No
9551,4,5,3.13,22,2,No,No,No
9552,3,6,5.56,47,2,No,No,No
9553,2,1,2.71,40,1,Yes,Yes,Yes
9554,3,8,2.46,25,3,Yes,No,No
9555,5,3,5.41,53,1,Yes,No,No
9556,2,1,4.85,35,1,No,No,Yes
9557,2,5,5.1,44,2,No,No,No
9558,4,1,0.96,27,1,No,No,Yes
9559,7,4,3.17,30,2,Yes,No,No
9560,7,2,2.49,30,2,No,Yes,No
9561,3,8,4.58,41,2,Yes,Yes,No
9562,2,4,5.71,51,1,Yes,No,No
9563,3,5,2.29,32,1,Yes,Yes,Yes
9564,2,1,3.19,34,1,Yes,No,No
9565,3,2,3.53,45,3,No,No,Yes
9566,3,2,5.0,52,3,Yes,No,No
9567,4,5,2.47,43,1,Yes,No,Yes
9568,7,2,3.16,49,2,Yes,No,No
9569,3,1,3.24,44,1,No,No,No
9570,4,3,2.7,34,1,Yes,Yes,No
9571,3,7,6.57,43,3,Yes,No,No
9572,6,2,2.18,28,1,Yes,Yes,Yes
9573,3,5,6.41,45,1,Yes,No,No
9574,5,7,1.73,20,1,Yes,No,No
9575,4,4,4.18,39,1,Yes,No,No
9576,5,5,5.01,42,1,No,No,No
9577,2,8,3.9,55,3,No,No,No
9578,5,1,2.29,37,2,Yes,No,No
9579,3,1,4.02,33,2,No,No,No
9580,3,6,1.19,33,1,No,No,Yes
9581,1,1,4.14,27,3,Yes,No,No
9582,1,4,5.23,45,2,No,No,No
9583,1,8,3.11,33,1,No,No,No
9584,2,8,3.15,42,1,No,Yes,Yes
9585,2,6,6.12,52,3,Yes,Yes,Yes
9586,5,5,3.38,36,2,Yes,Yes,No
9587,4,6,2.79,29,1,Yes,Yes,Yes
9588,2,4,5.0,43,1,Yes,No,No
9589,1,2,4.82,47,3,Yes,Yes,Yes
9590,1,6,4.59,48,2,Yes,Yes,No
9591,3,5,2.74,40,1,No,No,Yes
9592,4,2,0.45,15,2,Yes,No,No
9593,1,8,3.77,39,1,No,No,Yes
9594,2,2,5.38,37,2,Yes,No,No
9595,7,7,2.71,36,1,Yes,No,No
9596,4,5,2.5,26,2,No,No,No
9597,2,7,3.72,34,3,No,Yes,No
9598,5,5,3.87,43,2,Yes,No,No
9599,1,8,2.65,38,1,No,No,Yes
9600,4,5,0.4,13,2,No,No,Yes
9601,2,7,4.48,33,3,No,No,No
9602,3,4,3.28,39,2,Yes,Yes,No
9603,7,8,2.06,37,1,Yes,No,Yes
9604,5,2,1.15,21,1,Yes,No,No
9605,1,2,5.78,34,3,Yes,No,No
9606,1,2,3.72,34,3,Yes,No,Yes
9607,1,8,5.73,32,2,No,Yes,No
9608,2,7,4.72,53,2,Yes,Yes,No
9609,3,1,1.9,29,2,No,No,No
9610,1,8,3.82,39,3,No,No,No
9611,6,1,5.44,45,1,Yes,No,No
9612,3,3,4.22,45,1,No,Yes,No
9613,3,5,4.65,42,2,No,No,No
9614,2,5,3.71,40,1,Yes,Yes,Yes
9615,1,7,2.41,28,1,Yes,No,Yes
9616,4,5,3.37,31,1,Yes,No,No
9617,2,4,7.34,50,2,Yes,Yes,Yes
9618,3,6,1.82,20,2,No,Yes,Yes
9619,5,2,2.37,20,1,Yes,No,Yes
9620,3,1,2.81,28,1,Yes,No,No
9621,1,4,4.37,49,2,Yes,No,No
9622,3,4,3.73,46,1,Yes,No,No
9623,3,6,4.81,37,1,No,Yes,Yes
9624,3,1,0.77,15,1,No,No,No
9625,3,3,2.73,32,1,Yes,No,No
9626,1,5,3.72,42,1,Yes,No,No
9627,2,4,4.13,36,1,No,No,Yes
9628,4,6,2.59,42,2,Yes,No,No
9629,5,8,2.34,18,1,Yes,No,Yes
9630,3,7,0.86,32,1,No,No,No
9631,5,6,2.66,40,1,No,Yes,No
9632,6,2,4.33,40,3,Yes,No,Yes
9633,5,7,2.84,25,1,Yes,No,Yes
9634,7,6,4.44,48,1,Yes,No,No
9635,4,8,4.09,36,1,Yes,No,No
9636,3,1,2.55,26,3,No,Yes,No
9637,2,6,4.37,52,3,Yes,No,No
9638,2,1,7.34,37,1,Yes,No,No
9639,3,4,3.77,48,2,No,No,Yes
9640,2,5,4.15,42,2,No,Yes,No
9641,3,4,2.07,27,2,Yes,Yes,No
9642,2,2,6.5,49,3,Yes,No,Yes
9643,1,4,4.46,52,1,Yes,No,No
9644,2,1,5.49,40,1,Yes,No,Yes
9645,6,8,3.29,37,2,No,No,No
9646,2,1,5.04,44,1,Yes,No,No
9647,1,1,2.34,28,1,No,No,No
9648,5,7,3.37,40,1,No,No,No
9649,3,3,4.26,42,1,No,Yes,No
9650,1,6,2.15,38,2,No,No,Yes
9651,1,8,4.69,40,1,Yes,No,Yes
9652,6,1,2.61,29,1,Yes,Yes,No
9653,5,4,2.83,45,3,No,No,Yes
9654,2,6,5.63,32,2,No,No,No
9655,1,5,5.11,57,1,Yes,No,No
9656,3,5,5.22,46,2,Yes,No,No
9657,2,7,7.3,53,3,No,No,Yes
9658,6,2,5.0,35,2,No,Yes,No
9659,1,6,4.67,38,1,Yes,No,No
9660,2,1,5.95,49,1,No,No,No
9661,1,5,4.57,44,1,Yes,Yes,Yes
9662,6,8,1.64,27,1,No,No,No
9663,3,5,3.55,43,1,Yes,No,No
9664,3,4,5.38,39,1,Yes,No,No
9665,1,7,1.95,19,1,No,Yes,Yes
9666,5,7,5.49,43,1,No,No,Yes
9667,2,4,3.75,27,3,Yes,No,Yes
9668,3,6,2.26,19,1,No,No,Yes
9669,4,3,2.09,18,1,No,No,No
9670,2,2,4.2,42,1,No,No,Yes
9671,2,1,4.33,32,1,Yes,Yes,No
9672,5,1,3.97,26,1,No,No,Yes
9673,1,8,3.19,28,1,Yes,No,Yes
9674,3,1,2.1,33,1,No,Yes,No
9675,2,8,5.55,39,1,Yes,No,No
9676,3,2,2.42,39,2,No,Yes,No
9677,2,5,5.48,38,2,Yes,No,No
9678,6,1,3.84,35,2,No,No,No
9679,2,4,4.09,38,2,No,Yes,Yes
9680,5,4,3.9,33,1,Yes,No,Yes
9681,1,3,3.89,34,1,No,No,Yes
9682,5,5,1.1,20,2,No,No,Yes
9683,3,5,5.21,47,3,No,No,No
9684,7,5,2.12,27,1,No,No,Yes
9685,4,5,2.76,17,2,No,Yes,Yes
9686,1,1,4.27,38,2,No,No,No
9687,6,5,3.63,37,2,No,Yes,Yes
9688,7,4,3.76,41,2,Yes,Yes,No
9689,1,5,5.21,41,3,Yes,No,No
9690,2,6,6.05,56,2,Yes,No,No
9691,1,5,4.48,42,3,Yes,Yes,No
9692,2,8,4.64,28,1,Yes,No,No
9693,3,5,3.78,39,2,Yes,Yes,Yes
9694,4,5,2.77,29,2,No,No,No
9695,5,2,0.4,31,1,No,No,Yes
9696,2,5,6.23,52,1,Yes,No,No
9697,3,4,6.02,53,1,Yes,No,No
9698,4,8,2.21,40,3,No,No,No
9699,3,7,4.66,46,1,No,No,No
9700,1,1,5.54,51,1,Yes,No,No
9701,2,8,6.42,54,1,Yes,No,No
9702,1,8,5.47,47,3,Yes,No,No
9703,2,2,2.91,28,2,Yes,No,No
9704,5,8,2.52,34,1,Yes,Yes,Yes
9705,2,8,4.92,36,1,Yes,No,Yes
9706,2,8,5.41,38,2,Yes,Yes,Yes
9707,5,8,3.7,31,1,Yes,Yes,No
9708,6,3,3.43,47,1,No,No,No
9709,3,5,2.05,27,1,No,No,No
9710,3,2,4.34,40,1,No,No,No
9711,3,1,6.12,44,2,Yes,No,Yes
9712,2,3,4.77,50,2,Yes,Yes,No
9713,4,7,1.51,16,2,Yes,No,Yes
9714,3,3,5.99,58,2,Yes,No,Yes
9715,1,3,4.42,43,2,No,No,No
9716,2,8,5.67,41,2,No,No,Yes
9717,2,1,5.25,42,3,Yes,No,Yes
9718,2,5,5.35,52,1,No,No,Yes
9719,4,2,2.21,42,1,Yes,No,No
9720,5,1,4.89,49,1,Yes,No,No
9721,4,6,2.17,41,1,Yes,No,Yes
9722,6,3,2.59,32,3,Yes,No,No
9723,2,2,7.19,50,2,Yes,No,No
9724,6,7,4.22,45,2,No,Yes,Yes
9725,2,2,7.57,68,2,Yes,No,No
9726,2,2,3.08,33,2,Yes,No,No
9727,2,1,6.21,38,3,Yes,Yes,Yes
9728,3,3,3.94,40,3,Yes,No,No
9729,5,4,2.43,28,2,No,No,Yes
9730,5,1,4.41,25,1,No,Yes,Yes
9731,3,8,2.51,43,1,Yes,No,No
9732,2,1,9.08,50,2,Yes,Yes,Yes
9733,4,4,2.66,30,1,Yes,No,No
9734,1,8,4.65,44,2,No,No,No
9735,6,5,1.41,21,1,No,No,Yes
9736,3,3,4.47,44,1,No,No,Yes
9737,5,1,4.11,46,2,No,No,No
9738,2,2,6.06,40,1,Yes,No,No
9739,3,6,6.48,61,1,No,Yes,No
9740,7,1,0.4,17,2,No,No,No
9741,3,3,5.61,57,2,No,No,Yes
9742,1,4,4.19,39,2,Yes,No,No
9743,3,1,2.95,47,1,No,No,Yes
9744,3,6,1.86,23,1,No,Yes,Yes
9745,3,7,3.59,48,1,No,Yes,Yes
9746,2,1,4.1,32,2,No,No,No
9747,4,8,2.76,37,2,No,Yes,No
9748,5,1,1.56,37,2,No,No,No
9749,3,5,4.67,35,2,No,Yes,Yes
9750,1,8,3.27,26,1,No,No,Yes
9751,3,5,4.26,51,1,Yes,No,No
9752,6,1,2.84,25,1,No,No,No
9753,1,6,3.0,26,1,Yes,No,Yes
9754,6,2,6.61,35,1,Yes,No,No
9755,3,1,1.63,24,1,No,No,No
9756,2,6,7.62,58,1,Yes,Yes,Yes
9757,5,1,2.92,35,2,No,No,No
9758,7,6,2.57,25,1,No,No,No
9759,1,3,4.07,48,1,Yes,Yes,No
9760,2,2,4.67,39,1,Yes,No,No
9761,1,4,3.11,40,1,No,No,No
9762,7,2,2.97,37,1,Yes,No,No
9763,1,8,4.86,48,2,Yes,Yes,Yes
9764,1,2,4.66,33,2,No,No,Yes
9765,3,1,4.5,38,2,Yes,No,Yes
9766,2,1,4.02,47,1,Yes,Yes,Yes
9767,5,6,5.69,41,1,Yes,No,Yes
9768,2,4,4.64,45,2,Yes,Yes,No
9769,4,2,2.31,35,2,Yes,No,Yes
9770,2,1,4.6,55,2,Yes,No,No
9771,3,8,4.03,47,1,Yes,No,Yes
9772,2,6,4.76,45,2,Yes,No,Yes
9773,4,7,2.86,53,1,Yes,No,No
9774,3,6,4.61,38,1,No,No,Yes
9775,5,5,2.93,21,1,Yes,No,No
9776,2,6,5.33,54,3,Yes,No,No
9777,1,6,6.14,52,3,No,No,Yes
9778,6,6,1.93,27,3,Yes,No,Yes
9779,2,8,6.06,52,3,No,No,No
9780,2,5,6.03,60,2,Yes,No,No
9781,2,4,5.0,52,1,Yes,No,Yes
9782,4,3,3.9,45,1,No,No,Yes
9783,2,2,4.97,50,1,No,No,No
9784,6,5,2.99,24,3,No,No,No
9785,3,3,2.04,26,3,No,No,Yes
9786,1,4,4.22,48,1,No,No,No
9787,7,4,4.84,29,3,Yes,No,No
9788,4,1,1.23,20,1,Yes,Yes,Yes
9789,1,1,4.44,47,2,Yes,No,No
9790,2,6,6.34,47,2,No,Yes,Yes
9791,6,1,3.77,32,2,No,Yes,Yes
9792,1,5,7.52,66,1,Yes,No,No
9793,1,4,3.69,51,2,No,No,Yes
9794,1,2,4.16,46,1,Yes,No,No
9795,1,4,1.96,12,1,No,Yes,No
9796,5,4,4.07,45,2,No,Yes,Yes
9797,7,6,2.54,41,1,Yes,No,No
9798,4,1,1.19,20,1,No,No,No
9799,3,1,5.1,55,1,No,No,Yes
9800,4,7,3.22,14,1,No,No,Yes
9801,4,1,1.37,5,1,No,No,No
9802,2,4,5.14,45,3,Yes,No,No
9803,4,1,1.62,31,1,No,No,Yes
9804,2,2,5.98,45,2,Yes,No,No
9805,3,8,3.14,38,1,Yes,No,Yes
9806,3,8,3.8,25,2,No,No,Yes
9807,1,7,8.65,73,3,Yes,No,No
9808,3,1,2.69,21,1,No,Yes,No
9809,3,2,1.52,19,1,No,No,Yes
9810,4,5,0.97,18,1,Yes,Yes,Yes
9811,3,5,3.32,30,1,No,Yes,No
9812,1,1,5.19,45,1,No,No,Yes
9813,4,3,0.41,26,1,No,No,No
9814,4,8,3.79,31,1,No,No,No
9815,1,8,3.71,54,2,No,No,Yes
9816,2,6,4.27,44,3,No,No,Yes
9817,4,1,0.56,18,1,Yes,Yes,Yes
9818,1,5,3.44,36,1,Yes,No,No
9819,1,4,2.17,36,2,No,No,Yes
9820,2,5,3.7,35,2,Yes,Yes,No
9821,3,2,3.86,39,1,Yes,No,No
9822,3,1,4.78,40,2,Yes,No,No
9823,1,5,6.72,57,3,Yes,No,No
9824,6,1,3.05,29,2,No,No,No
9825,1,4,3.19,33,1,Yes,No,Yes
9826,3,5,2.8,30,1,Yes,Yes,No
9827,1,4,3.96,28,2,No,No,No
9828,1,1,5.96,45,2,Yes,No,No
9829,3,4,2.83,26,1,No,No,No
9830,2,6,7.43,51,1,Yes,No,No
9831,1,1,5.95,56,2,Yes,Yes,Yes
9832,3,6,1.76,5,2,Yes,No,Yes
9833,1,3,5.9,45,1,Yes,Yes,Yes
9834,3,7,5.62,49,2,No,No,No
9835,4,6,1.9,28,1,Yes,No,No
9836,2,4,4.29,41,1,No,No,No
9837,1,1,5.37,47,3,No,Yes,No
9838,1,4,5.45,39,3,No,No,No
9839,2,3,2.69,24,2,Yes,No,No
9840,3,8,4.29,31,2,No,No,Yes
9841,3,6,3.91,53,1,No,No,No
9842,7,8,4.05,31,3,Yes,No,No
9843,4,2,0.82,16,1,No,No,No
9844,1,2,3.06,41,3,Yes,No,No
9845,7,4,3.65,33,2,No,No,Yes
9846,4,8,3.83,41,3,Yes,No,No
9847,1,8,5.33,66,2,Yes,No,No
9848,5,1,1.56,30,2,No,No,No
9849,2,4,4.26,29,2,Yes,Yes,No
9850,2,1,6.01,39,1,Yes,Yes,Yes
9851,1,5,4.71,38,2,No,No,No
9852,7,6,2.35,18,2,Yes,No,Yes
9853,2,4,5.68,43,1,No,No,Yes
9854,6,1,5.07,38,2,No,No,Yes
9855,6,4,1.04,39,2,No,No,Yes
9856,3,1,3.5,25,1,Yes,No,No
9857,4,2,3.0,53,1,Yes,No,Yes
9858,1,5,5.56,56,3,Yes,No,Yes
9859,1,3,6.1,36,3,Yes,No,Yes
9860,2,2,7.23,48,3,Yes,No,Yes
9861,1,3,3.24,33,3,Yes,No,Yes
9862,1,2,4.57,51,3,Yes,No,Yes
9863,4,4,3.55,23,2,No,No,Yes
9864,2,6,6.06,46,2,No,No,No
9865,4,3,0.97,23,3,Yes,No,No
9866,2,2,4.64,42,1,Yes,No,Yes
9867,2,2,2.61,44,1,Yes,No,No
9868,3,8,4.94,54,2,No,No,No
9869,3,1,6.03,56,2,Yes,No,Yes
9870,2,7,1.73,14,1,No,Yes,Yes
9871,6,5,3.84,42,3,Yes,Yes,No
9872,1,3,4.91,36,1,Yes,Yes,Yes
9873,1,8,4.42,35,2,Yes,Yes,Yes
9874,1,2,7.54,42,3,Yes,No,Yes
9875,3,2,2.33,43,2,No,Yes,No
9876,7,2,1.12,39,1,Yes,Yes,No
9877,2,5,3.62,26,1,Yes,No,Yes
9878,3,6,0.69,16,1,No,No,No
9879,3,1,5.43,48,3,Yes,No,No
9880,5,3,3.47,44,2,Yes,No,No
9881,2,4,4.0,34,1,Yes,No,No
9882,1,7,4.96,52,3,Yes,No,Yes
9883,7,3,2.09,26,1,No,Yes,No
9884,2,1,5.32,35,1,Yes,No,No
9885,2,3,7.57,47,2,No,No,No
9886,3,2,2.46,29,2,No,No,No
9887,3,3,3.07,41,1,Yes,No,Yes
9888,4,3,2.37,27,2,No,No,No
9889,2,1,7.25,67,1,No,No,No
9890,4,1,1.4,5,2,No,No,No
9891,1,3,6.27,60,2,Yes,No,No
9892,2,5,6.73,53,2,Yes,No,No
9893,2,1,5.04,52,1,Yes,No,No
9894,1,3,2.77,37,3,Yes,No,Yes
9895,3,2,3.0,56,2,No,No,No
9896,6,6,4.11,49,1,Yes,No,No
9897,1,8,1.3,18,1,Yes,No,Yes
9898,1,8,4.57,41,3,Yes,No,No
9899,7,8,3.0,39,1,No,No,Yes
9900,3,1,3.67,31,3,Yes,Yes,Yes
9901,4,1,3.07,32,3,Yes,No,Yes
9902,5,8,4.04,33,2,No,No,Yes
9903,1,8,5.08,57,1,No,No,No
9904,5,1,4.2,46,1,Yes,No,No
9905,5,4,3.75,33,1,No,No,No
9906,4,3,3.83,33,2,Yes,Yes,Yes
9907,1,1,0.96,23,1,Yes,No,No
9908,5,8,2.44,31,1,Yes,No,Yes
9909,1,6,2.95,40,1,No,Yes,Yes
9910,1,8,2.95,39,2,Yes,No,Yes
9911,6,6,4.67,45,3,Yes,No,No
9912,7,7,3.93,45,1,Yes,No,Yes
9913,2,1,6.04,41,3,Yes,No,Yes
9914,2,1,5.14,49,1,Yes,No,No
9915,7,1,3.94,37,3,Yes,Yes,No
9916,4,5,1.56,21,2,Yes,No,No
9917,2,2,5.19,56,1,No,No,Yes
9918,4,8,4.02,35,2,No,Yes,No
9919,2,1,4.76,60,1,No,No,No
9920,2,3,4.2,39,1,No,No,Yes
9921,7,6,2.46,25,2,Yes,No,No
9922,1,4,1.66,27,2,No,No,No
9923,3,6,3.03,44,2,Yes,No,Yes
9924,3,6,2.23,31,1,Yes,No,No
9925,3,8,6.04,59,2,Yes,No,Yes
9926,1,8,5.65,50,2,Yes,Yes,No
9927,1,1,5.66,23,2,Yes,No,No
9928,6,1,1.17,25,1,Yes,No,Yes
9929,2,6,5.2,40,1,No,No,Yes
9930,2,1,3.61,32,3,Yes,No,Yes
9931,1,1,5.83,41,1,No,No,No
9932,1,3,5.05,41,1,Yes,No,No
9933,6,1,3.32,24,1,Yes,No,Yes
9934,1,3,5.32,40,3,Yes,No,No
9935,4,7,2.95,39,2,Yes,No,No
9936,6,5,2.91,23,1,No,No,No
9937,6,4,1.36,31,1,No,Yes,Yes
9938,1,1,4.75,68,3,Yes,No,No
9939,7,4,4.59,48,3,Yes,Yes,Yes
9940,2,1,6.76,50,2,Yes,No,No
9941,2,1,4.89,45,2,Yes,No,Yes
9942,3,5,1.5,17,1,Yes,No,No
9943,3,5,2.24,31,1,Yes,Yes,No
9944,2,1,5.44,48,3,No,Yes,No
9945,1,7,2.83,39,3,Yes,No,No
9946,4,1,3.36,36,1,No,No,No
9947,3,4,4.77,45,3,Yes,Yes,No
9948,1,5,3.2,40,3,Yes,No,No
9949,5,5,0.4,27,1,Yes,No,Yes
9950,2,5,6.14,48,3,Yes,Yes,Yes
9951,6,3,3.86,42,1,Yes,No,No
9952,4,1,1.92,14,2,No,No,Yes
9953,1,3,3.58,38,2,Yes,No,No
9954,2,4,4.79,45,1,No,No,No
9955,7,4,4.35,35,2,Yes,Yes,No
9956,3,1,5.57,47,1,No,No,Yes
9957,4,3,1.58,27,3,No,No,Yes
9958,1,1,3.58,43,3,No,No,Yes
9959,3,4,4.96,49,2,Yes,Yes,No
9960,3,2,3.72,31,1,No,Yes,Yes
9961,2,8,3.51,49,1,Yes,No,Yes
9962,3,3,5.59,56,2,Yes,No,No
9963,1,5,3.4,32,1,Yes,No,No
9964,1,3,4.19,32,1,Yes,Yes,Yes
9965,3,5,6.11,43,2,Yes,No,No
9966,3,8,2.28,9,2,Yes,No,Yes
9967,1,2,3.89,24,1,Yes,No,No
9968,6,8,3.64,35,1,No,No,No
9969,4,5,1.58,33,1,No,No,Yes
9970,4,5,3.07,38,3,No,No,No
9971,2,4,7.07,61,1,No,No,Yes
9972,3,6,3.41,35,3,Yes,Yes,Yes
9973,4,2,2.67,34,2,No,No,Yes
9974,2,5,5.57,61,2,Yes,No,No
9975,6,5,3.65,28,1,No,No,No
9976,1,3,3.14,48,2,Yes,No,No
9977,1,8,3.59,47,1,No,No,No
9978,1,4,4.68,38,3,No,No,No
9979,3,5,3.42,35,2,Yes,No,No
9980,4,6,2.24,27,2,No,No,No
9981,1,1,4.26,47,2,Yes,Yes,Yes
9982,5,1,1.69,16,2,No,No,Yes
9983,4,6,4.02,47,3,Yes,No,Yes
9984,4,5,0.99,16,1,No,Yes,Yes
9985,3,1,4.16,45,1,No,No,No
9986,3,7,3.67,40,2,No,No,No
9987,3,3,2.89,31,1,No,No,No
9988,3,5,3.28,26,1,No,No,No
9989,6,7,2.81,32,2,No,No,Yes
9990,3,5,2.06,39,1,No,No,No
9991,2,6,5.41,52,1,Yes,Yes,No
9992,6,3,2.2,26,1,Yes,No,Yes
9993,4,1,0.44,7,1,Yes,No,Yes
9994,1,5,3.0,35,1,Yes,No,Yes
9995,2,1,2.85,31,1,Yes,No,Yes
9996,1,2,3.22,28,1,Yes,No,No
9997,2,2,4.96,51,1,No,No,No
9998,4,8,2.84,35,1,No,No,No
9999,6,8,3.48,60,1,No,Yes,No
10000,1,4,4.55,48,1,Yes,No,No
10001,1,5,5.03,42,2,No,No,No
10002,1,8,3.88,45,2,No,No,No
10003,3,1,5.19,34,3,Yes,No,Yes
10004,1,3,5.09,48,3,Yes,No,No
10005,1,4,4.47,49,2,No,No,No
10006,4,1,5.55,50,2,No,No,No
10007,1,3,7.05,48,1,No,No,No
10008,2,5,7.45,62,2,Yes,No,Yes
10009,1,7,4.64,37,2,Yes,No,No
10010,5,3,2.83,22,1,Yes,No,Yes
10011,2,3,3.55,33,1,No,No,Yes
10012,6,2,0.6,24,1,No,No,Yes
10013,2,7,4.64,47,2,No,Yes,No
10014,7,7,0.55,13,1,No,No,Yes
10015,2,4,4.27,54,1,No,Yes,Yes
10016,3,3,3.48,35,1,No,No,No
10017,5,1,3.95,39,1,No,No,Yes
10018,1,3,4.35,42,1,No,No,No
10019,2,6,6.2,48,2,Yes,No,Yes
10020,2,4,3.75,49,3,Yes,Yes,Yes
10021,1,5,3.85,48,1,No,Yes,Yes
10022,6,2,4.36,28,1,No,Yes,No
10023,7,2,2.71,38,2,Yes,No,No
10024,1,4,5.31,44,2,Yes,No,No
10025,5,1,2.69,33,1,Yes,No,No
10026,1,2,5.6,67,3,Yes,No,No
10027,6,3,0.58,15,1,Yes,No,No
10028,2,1,3.1,33,1,No,No,Yes
10029,4,7,4.63,30,1,No,No,Yes
10030,7,1,2.01,25,2,No,No,No
10031,6,3,3.95,42,1,No,No,No
10032,1,2,3.5,43,1,Yes,No,Yes
10033,1,1,4.92,37,1,No,Yes,No
10034,3,6,5.63,34,3,Yes,No,No
10035,1,1,3.59,26,2,No,No,No
10036,5,1,2.86,15,1,No,No,Yes
10037,3,3,2.22,29,1,No,No,No
10038,3,6,2.91,40,2,No,Yes,No
10039,2,2,5.66,40,2,Yes,No,No
10040,5,1,1.97,38,1,No,No,No
10041,2,3,6.1,43,1,Yes,No,Yes
10042,1,1,1.07,29,1,No,No,No
10043,2,1,6.68,61,1,No,No,No
10044,7,6,2.49,25,2,No,Yes,No
10045,7,3,2.44,44,2,Yes,No,No
10046,4,8,2.65,36,2,Yes,No,Yes
10047,2,2,2.77,31,1,Yes,Yes,No
10048,5,2,4.74,32,1,Yes,No,Yes
10049,1,3,5.18,45,1,No,No,Yes
10050,3,1,5.08,44,2,No,No,No
10051,2,4,4.24,44,3,Yes,No,No
10052,2,1,5.95,49,2,Yes,No,No
10053,2,1,5.92,48,1,No,No,No
10054,1,3,6.09,46,3,No,Yes,Yes
10055,3,6,7.55,59,2,No,No,Yes
10056,6,1,3.29,50,2,Yes,No,No
10057,3,1,5.18,48,3,No,Yes,No
10058,1,1,4.76,49,3,Yes,No,No
10059,2,1,3.82,32,1,No,No,No
10060,4,1,3.76,46,3,Yes,No,No
10061,2,6,5.44,37,2,Yes,No,Yes
10062,2,1,2.42,42,3,No,No,Yes
10063,5,2,5.04,44,1,Yes,Yes,Yes
10064,4,7,0.4,8,1,Yes,No,Yes
10065,2,2,4.57,33,1,Yes,No,No
10066,5,8,1.84,28,2,Yes,No,No
10067,3,1,1.2,26,2,No,Yes,Yes
10068,7,4,3.51,21,1,Yes,No,Yes
10069,2,1,4.71,44,3,Yes,No,No
10070,1,7,3.65,21,1,Yes,No,No
10071,2,2,5.78,48,2,Yes,No,Yes
10072,7,8,2.49,23,1,No,No,Yes
